tRF,LA2CN2_1,LA2CN2_2,LA2CN2_3,LA2CN2_4,LA2CO2_1,LA2CO2_2,LA2CO2_3,LA2CO2_4,LA5CN2_1,LA5CN2_2,LA5CN2_3,LA5CN2_4,LA5CO2_1,LA5CO2_2,LA5CO2_3,LA5CO2_4
tRF-29-N4QFI2VHJYHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-N4QX784BQ1KD,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-29-N6D14PU3XO2W,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-29-NB57BK87R9ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NBDWY2MJ8FJ1,3.93312556,1.174999992,0,2.172038165,0,1.16082983,2.760138946,0,1.21715116,2.74313177,2.409643707,1.887118262,1.513460534,4.431315758,2.912571072,3.254249139
tRF-29-ND8PHPDJXW25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NDBP1IUUK7JE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NDY8HPDEXK25,0,0,0,0,0,2.321659661,0,0,0,0,0,0.629039421,0.756730267,0,1.456285536,0.813562285
tRF-29-NDY8HPDEXP25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NEZHYPZEP224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NIYFLPD33825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NJ47D112Z42E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NK5Y93W086JP,0,0,0,0,0,0,0,1.200774208,0,0,0,0,0,0,0,0
tRF-29-NKKQBRFKWEI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NMEH623K76F5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NMEH623K7SF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NMWLBP5E3825,0,0,0,0,0,0,0,0,0,0,1.204821853,0,0,0,0,0
tRF-29-NMZLBP5E3825,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-29-NNBX1WZ4RZ0Z,0,2.349999985,0,1.086019083,0,0,0,0,0.60857558,0,0.602410927,1.258078841,0,1.477105253,0,0
tRF-29-NNBYBKZ3R9H9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NPJX0ZY0YBIE,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-29-NPNNBX1WZ42E,0,0,1.296673942,0,0,0,0,0,0,1.645879062,0.602410927,0.629039421,0,0,0,0
tRF-29-NPNYRVU4722O,0,1.174999992,0,0,0,3.482489491,0,1.200774208,0,1.097252708,0,0,0,0.738552626,0,0.813562285
tRF-29-NRDXEPZY0DF5,0,0,0,0,1.59654389,0,0,0,0,0.548626354,0,0.629039421,0,0,0,0
tRF-29-NS56O2Z0R9HZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NWB162XB0ZK5,0,0,1.296673942,0,0,0,0,1.200774208,0,0,0,0,0,0,0,0
tRF-29-NXJMFKYOY7H5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-NYH2SBUL6JKF,0,0,0,0,0,0,0,1.200774208,0,0,0,0,0,0,0,0
tRF-29-NYRVU4727OER,3.93312556,1.174999992,2.593347885,1.086019083,1.59654389,1.16082983,1.380069473,3.602322623,1.21715116,2.74313177,3.61446556,4.403275944,1.513460534,0.738552626,0,2.440686854
tRF-29-O045DBNIB9FM,1.311041853,2.349999985,0,0,0,2.321659661,0,2.401548415,1.825726741,1.097252708,1.80723278,2.516157682,1.513460534,2.215657879,0,0.813562285
tRF-29-O7M8LOMLQHJP,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-29-O8Q6J6K6UDE2,11.79937668,9.399999938,6.483369712,14.11824807,25.54470223,16.25161763,9.66048631,16.81083891,15.82296509,8.22939531,12.04821853,11.95174899,12.86441454,8.862631516,4.368856608,9.762747417
tRF-29-OB1690PQR3J9,1.311041853,3.524999977,1.296673942,0,1.59654389,2.321659661,5.520277891,2.401548415,3.651453481,4.389010832,5.421698341,6.919433626,6.810572403,3.692763132,2.912571072,4.881373709
tRF-29-OB9Y7Q078S2W,0,2.349999985,3.890021827,1.086019083,1.59654389,1.16082983,1.380069473,1.200774208,0.60857558,0.548626354,1.204821853,0,0,0,0,0.813562285
tRF-29-OB9ZFH690MEJ,3.93312556,4.699999969,2.593347885,1.086019083,1.59654389,5.804149152,1.380069473,3.602322623,10.34578486,9.875274371,9.638574828,10.06463073,9.837493472,12.55539465,1.456285536,1.62712457
tRF-29-OJFZ2DN1RJKJ,0,0,0,0,0,0,1.380069473,1.200774208,0,0.548626354,0,0,0.756730267,0,0,0
tRF-29-OJJN5XR4NPHN,1.311041853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-OL7XDXOMYJKP,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-29-OMXF026ZED13,1.311041853,1.174999992,1.296673942,0,0,2.321659661,0,2.401548415,1.21715116,1.645879062,3.61446556,0.629039421,0,0,0,0
tRF-29-OMYJZ87ID8JX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ON4VN1EH6K1K,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-29-ONZ2Y91293JL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-OPRN11WZY1E2,0,0,0,0,0,0,0,0,0.60857558,0.548626354,0,0.629039421,0.756730267,2.954210505,2.912571072,0
tRF-29-OR183O9EDJF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-OSRN2NKSEKH9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-OSRNLNKSEKH9,0,0,0,2.172038165,0,0,0,0,0,0.548626354,0,1.258078841,0,0.738552626,0,0.813562285
tRF-29-OYUE4BOPRNE9,0,0,0,0,0,0,0,0,0,0.548626354,0,0.629039421,1.513460534,0,0,2.440686854
tRF-29-P21MNKYUPRF0,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-P27JPJ60MVJY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-P2PSSELQBDKF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-P4R8YP9LONHK,114.0606412,117.4999992,128.3707203,117.2900609,119.7407917,111.4396637,92.46465468,76.84954928,74.85479637,81.19670039,56.02421619,61.01682379,65.83553323,70.1624995,97.57113092,96.0003496
tRF-29-P7HJ8KRX5FH4,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-29-P940KK5Y93JL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PE0IOB9ZFHIW,1.311041853,0,5.18669577,1.086019083,3.193087779,1.16082983,1.380069473,2.401548415,0,2.74313177,5.421698341,5.661354785,2.270190801,0.738552626,4.368856608,0
tRF-29-PER8YP9LONHK,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0.738552626,1.456285536,0.813562285
tRF-29-PIN24YDRFUJK,2.622083706,0,0,0,0,2.321659661,0,0,1.21715116,2.194505416,2.409643707,1.887118262,1.513460534,2.215657879,1.456285536,0
tRF-29-PIR8YP9LONHK,2.622083706,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0.738552626,1.456285536,2.440686854
tRF-29-PLQ673FJIYEP,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-29-PLR8YP9LONHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PN673OPP6N24,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PNB7ZO7OFN0X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PNR8YO9LONHK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PNXIP2801M1P,0,0,0,0,0,0,0,1.200774208,0,0,0,0,0,0,0,0
tRF-29-PPZEVKXZFYKF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PRI3SERXPIH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PS5P4PW3FJF2,2.622083706,3.524999977,0,1.086019083,0,0,2.760138946,1.200774208,1.825726741,1.097252708,0.602410927,1.887118262,2.270190801,3.692763132,1.456285536,0
tRF-29-PSQP4PW3FJF4,6.555209266,2.349999985,2.593347885,6.516114495,1.59654389,1.16082983,4.140208418,6.003871038,6.085755802,9.326648018,7.831342048,9.435591308,5.297111869,13.29394727,18.93171197,8.135622848
tRF-29-PSQP4PW3FJFL,9.177292973,23.49999985,7.780043655,10.86019083,14.36889501,11.6082983,19.32097262,12.00774208,25.56017437,23.59093322,16.26509502,20.75830088,25.72882908,20.67947354,20.38799751,27.66111768
tRF-29-PSR9O9337K0V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PSSELQBDYBEQ,0,1.174999992,0,0,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-29-PV6RRNLNK8JH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PV94V4SMIFE7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PY5P4PW3FJF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PY5P4PZ3FJF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PY8HM2OSRN17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PY8HM2OSRNF7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-PYRP4PW3FJF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Q1Q89P9L84FS,0,0,0,0,0,0,1.380069473,0,1.21715116,1.645879062,0.602410927,1.887118262,1.513460534,2.215657879,2.912571072,0.813562285
tRF-29-Q2FWQ8P6U1FX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-29-Q343RX6NMHH3,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-29-Q3V2Y7RZ81FY,0,0,0,0,0,0,0,1.200774208,1.21715116,0.548626354,0.602410927,0,0.756730267,0.738552626,0,1.62712457
tRF-29-Q4PU7340QII7,0,0,0,0,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Q4PUQ340QII7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-29-Q4PXI2UKM7HW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-29-Q4PXI2UKM7IE,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-29-Q4R9OMKM4W1V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-29-Q622EVUIJV1J,0,0,1.296673942,0,0,1.16082983,0,0,0.60857558,1.645879062,1.80723278,0.629039421,0,2.215657879,2.912571072,0
tRF-29-Q678V0M0OY2X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Q6S8V0J6OZKF,0,0,0,1.086019083,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Q6S8V0J8O9KF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Q72S3HPSR9IE,0,0,0,0,0,0,2.760138946,0,0,0.548626354,0,0,0,0,0,0
tRF-29-Q89P9L8422KJ,0,0,0,0,1.59654389,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-29-Q8P6U1J0SUJX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Q99P9P9NH525,2.622083706,4.699999969,2.593347885,5.430095413,3.193087779,1.16082983,1.380069473,6.003871038,18.86584299,10.97252708,13.25304039,13.83886725,15.89133561,14.0324999,10.19399875,7.322060563
tRF-29-QE6IQO8Q9VJP,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-29-QHY8NNBSBKK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-QI45LSM1M3JL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-QJ3KYU4RRWIX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-QKF1R38E8RH8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-QKF1R3WE8RH8,0,1.174999992,1.296673942,0,0,1.16082983,0,0,0,0,0,0.629039421,0,0,0,0
tRF-29-QKJHM6S9HEHL,0,0,0,0,0,0,0,0,0,0,0,0,1.513460534,0,0,0
tRF-29-QMXN3282FNHY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-QNR8VP9LFQEW,0,0,0,2.172038165,1.59654389,0,1.380069473,0,1.825726741,1.645879062,1.204821853,0.629039421,0.756730267,0,1.456285536,0
tRF-29-QO945NB2NZJ5,0,0,0,0,0,0,0,0,0.60857558,1.097252708,0.602410927,1.887118262,1.513460534,2.215657879,1.456285536,0
tRF-29-QP4PW3FJI0EJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-29-QP4PW3FJIKE5,1.311041853,0,3.890021827,1.086019083,0,0,2.760138946,0,9.128633703,5.48626354,3.61446556,6.919433626,6.053842136,4.431315758,8.737713217,4.067811424
tRF-29-QQKNR7VJKO07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-QR535Z8LZBKM,1.311041853,0,0,2.172038165,0,0,0,1.200774208,0,0,0,0,0,0,0,0
tRF-29-QUZV767UXPF0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-QWUID4ZWRN2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-QX78YBQ197FB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-29-QXQWUID4ZWIZ,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-29-QZR44ER81X0X,1.311041853,0,0,0,0,0,1.380069473,0,0.60857558,0.548626354,1.204821853,2.516157682,0.756730267,0,0,0.813562285
tRF-29-R008R959KU1Y,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-29-R008R9D9KU1Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-R29P4P9L5H10,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0.738552626,0,0.813562285
tRF-29-R29P4P9L5H18,1.311041853,0,0,0,1.59654389,0,0,0,0,0,0.602410927,0.629039421,0.756730267,0,0,0.813562285
tRF-29-R2Z4R95MKMJY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-R37E14PH5BKQ,1.311041853,0,1.296673942,0,0,1.16082983,0,0,0,0,0,0,0,0,0,0
tRF-29-R3SJ83RPFV2M,0,0,0,0,0,0,1.380069473,0,0.60857558,0,0,1.258078841,0.756730267,0,0,0.813562285
tRF-29-R3V02YSZSB1H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-R44ER81XDDKQ,0,1.174999992,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-29-R47673FEWS1P,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0.738552626,0,0.813562285
tRF-29-R4XLR828FEKP,9.177292973,4.699999969,9.076717597,11.94620991,9.579263337,10.44746847,6.900347364,18.01161311,1.21715116,1.645879062,1.80723278,1.887118262,2.270190801,2.215657879,0,0
tRF-29-R718YKISQIH2,3.93312556,2.349999985,1.296673942,0,0,0,1.380069473,0,2.434302321,0.548626354,1.204821853,0.629039421,3.026921068,2.215657879,0,1.62712457
tRF-29-R7F8YKIR9NK2,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-29-R7N4QFI2LJIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-R81XDDZZ4YE2,2.622083706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-R8WP9I1EWJIQ,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-R8WP9N1EWJI5,2.622083706,0,0,0,3.193087779,1.16082983,2.760138946,0,1.21715116,1.645879062,1.80723278,0.629039421,1.513460534,1.477105253,2.912571072,1.62712457
tRF-29-R8YP9LON4VH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-R8YP9LONNVHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-R918VBY9PY1I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-R9JP9P9NH523,0,0,0,0,0,1.16082983,0,0,0,0.548626354,0,0,0,0.738552626,0,0
tRF-29-R9JP9P9NH5F3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-R9JP9PMNH523,0,1.174999992,1.296673942,0,0,0,0,0,0,0,1.204821853,2.516157682,0,0,0,0
tRF-29-RE987S1RJ7IY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-RERNLN4Q1R29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-REVI2ERPFVJM,0,0,1.296673942,0,0,0,0,0,0.60857558,0.548626354,0,0,0,0,0,0
tRF-29-RJHJ83RPFQKL,0,0,0,0,0,0,0,0,0,0,0,1.887118262,0,0,0,0
tRF-29-RLQ6S8V0J6HW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-RLVIJHS2QHJW,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-29-RLVIJKS2PNJR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-29-ROWFUBNOBZ2U,0,0,1.296673942,1.086019083,1.59654389,0,0,0,0,0,1.204821853,0,0,0,0,0
tRF-29-RP4PW3FJHPEQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-RPD9W186L8HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-RPD9W1X6L8HY,0,0,0,0,0,0,0,0,0.60857558,0,0.602410927,0,0,0,0,0
tRF-29-RR1380877SI8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-RRJ89O9NF5JP,0,8.224999946,3.890021827,4.34407633,7.982719448,1.16082983,2.760138946,3.602322623,9.737209284,7.680768956,6.626520194,6.919433626,11.35095401,11.07828939,7.281427681,9.762747417
tRF-29-RS9NS334L2F1,1.311041853,3.524999977,2.593347885,4.34407633,0,0,1.380069473,2.401548415,0.60857558,0.548626354,2.409643707,1.887118262,1.513460534,0.738552626,2.912571072,0.813562285
tRF-29-RVU4727OFIKQ,7.866251119,1.174999992,1.296673942,1.086019083,0,2.321659661,1.380069473,3.602322623,0.60857558,1.645879062,2.409643707,2.516157682,0.756730267,0,1.456285536,1.62712457
tRF-29-RW18V6XO591I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-RW5P7JE2ONK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-RWD8YJE76IKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-RX6N38Z90620,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-RX6NMH490V18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-RXPIN24YDRE8,1.311041853,0,1.296673942,2.172038165,3.193087779,1.16082983,0,0,0,0,0,0,0,0,0,0
tRF-29-RXSINHZ4PVEU,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-29-S2I7L7P5QKE9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-S3M8309ND3I0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-S6RN23KYY8IM,0,0,0,0,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-29-S79PVOEOU5FZ,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-29-S8V0J6OZYEHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-S8V0J8O9YE12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-SB325UB1ZZ1F,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-29-SBWOFFR3VJH3,0,1.174999992,0,0,0,0,0,0,2.434302321,4.389010832,3.012054634,4.403275944,0,2.215657879,1.456285536,4.067811424
tRF-29-SER6PIN24YED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-SERXPIN24YED,0,1.174999992,1.296673942,1.086019083,3.193087779,1.16082983,0,0,0.60857558,1.097252708,0,0.629039421,0,0,0,0
tRF-29-SERXPIN2NYED,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0.813562285
tRF-29-SJ83ML5F82HQ,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-SJQM17JOWUEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-29-SKJHM6S9HEHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-29-SL73VL4YMYJ9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-SLDPUSYDY6FO,0,1.174999992,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-29-SLQ673FJIYEO,0,0,0,0,0,0,0,0,0,0.548626354,1.204821853,1.258078841,1.513460534,0.738552626,0,1.62712457
tRF-29-SLQ67KV0JZHW,0,0,1.296673942,0,0,0,0,0,0,0.548626354,0,0,0.756730267,0,0,0
tRF-29-SLQ6R8V0JZHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-SMKVNMEH6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-SRI3SERXPIH4,0,0,0,0,0,1.16082983,0,0,0.60857558,0,0,0.629039421,0,0,0,0.813562285
tRF-29-SWRNLJK578IM,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-SWRYVMMV5B2V,15.73250224,16.44999989,7.780043655,16.29028624,11.17580723,12.76912814,13.80069473,7.204645245,6.085755802,7.680768956,6.626520194,10.06463073,6.053842136,2.215657879,4.368856608,3.254249139
tRF-29-SX73V2Y8L9J1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-SXQ3V2Y7RZJ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-SYERFMF07V2N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-29-SYERFMF0QV2N,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-29-SYNX2VF0S7IZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-SZSB325UB1KQ,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-U00KRX67NZ2V,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-29-U05OJIH6Z3HO,1.311041853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-U1J0SU9ELB1I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-29-U45O6Q918XEV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-U45O6WNDY8F2,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-29-U45O6WNE88F2,0,0,2.593347885,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-U4727OFIZ9JP,2.622083706,0,0,0,3.193087779,3.482489491,2.760138946,3.602322623,1.825726741,4.389010832,3.012054634,3.145197103,3.026921068,3.692763132,1.456285536,0
tRF-29-U47P299DWUFJ,0,1.174999992,2.593347885,5.430095413,0,1.16082983,0,3.602322623,0,4.389010832,1.204821853,1.887118262,6.053842136,5.169868384,4.368856608,3.254249139
tRF-29-U47P299DZUFJ,0,1.174999992,0,0,0,1.16082983,0,0,3.042877901,1.645879062,3.012054634,3.774236523,2.270190801,3.692763132,0,0.813562285
tRF-29-U4SP299DWUFJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-U5XBINVDRIFU,0,3.524999977,0,4.34407633,3.193087779,0,2.760138946,0,2.434302321,0.548626354,1.80723278,1.258078841,0.756730267,0.738552626,0,4.067811424
tRF-29-U736DFHFNBE0,0,0,0,0,0,1.16082983,0,1.200774208,1.825726741,0,0,0,0,0,0,0
tRF-29-UBNOBZUP822E,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-29-UBNXJMFKYOKJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-29-UDBDO4I9O9FO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-UE02K0F78BIJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-UE15MXE92N0W,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-29-UE4BOPRN11JQ,0,0,1.296673942,0,0,0,0,0,2.434302321,0.548626354,1.204821853,0,0.756730267,0.738552626,0,0
tRF-29-UFQQKNR7VJ12,0,1.174999992,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-29-UI8OYDVNZD0U,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-UID4ZWRNU312,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-29-UKJ6P9M0NKIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-UKQXQXIO18HL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-UL26SZSB32I0,0,0,0,0,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-29-UMPLBIUBNXFZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-UP0O51YOFRJH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-V0UEDP5IUD1J,0,1.174999992,0,0,0,1.16082983,0,0,0,0,0,0,0,0,0,0
tRF-29-V29K9UV365IS,176.9906502,176.2499988,220.4345702,269.3327325,263.4297418,249.5784136,187.6894483,289.386584,126.5837207,149.2263683,171.0847032,164.8083282,104.4287769,141.0635516,103.3962731,96.81391189
tRF-29-V2QXBR3XZ7E2,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0.738552626,0,0
tRF-29-V2Y8LZ81PVIV,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-29-V3LY7SIR69HS,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-29-V470JPN1Y6EU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-V470VR319618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-V47P596VW61M,17.04354409,23.49999985,24.63680491,10.86019083,12.77235112,24.37742644,13.80069473,15.6100647,34.68880807,30.72307582,24.698848,24.5325374,29.51248042,39.88184182,18.93171197,30.91536682
tRF-29-V47PU9XW981M,6.555209266,3.524999977,0,3.258057248,4.789631669,3.482489491,1.380069473,1.200774208,3.042877901,3.291758124,0.602410927,1.887118262,2.270190801,2.215657879,1.456285536,2.440686854
