tRF,LA2CN2_1,LA2CN2_2,LA2CN2_3,LA2CN2_4,LA2CO2_1,LA2CO2_2,LA2CO2_3,LA2CO2_4,LA5CN2_1,LA5CN2_2,LA5CN2_3,LA5CN2_4,LA5CO2_1,LA5CO2_2,LA5CO2_3,LA5CO2_4
tRF-19-J811IK2P,0,2.349999985,0,0,0,1.16082983,1.380069473,3.602322623,3.042877901,1.645879062,1.204821853,0,1.513460534,0,1.456285536,1.62712457
tRF-19-J8RYQY0R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-J8WPMNEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-J9BBF3E2,0,0,1.296673942,1.086019083,0,1.16082983,1.380069473,0,0.60857558,0.548626354,1.204821853,0,0,0.738552626,0,0
tRF-19-J9ZH0S2E,3.93312556,0,3.890021827,1.086019083,1.59654389,1.16082983,2.760138946,1.200774208,1.21715116,3.840384478,1.80723278,2.516157682,3.783651335,0,2.912571072,1.62712457
tRF-19-JB91542O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JD22PZF6,1.311041853,2.349999985,2.593347885,2.172038165,1.59654389,2.321659661,1.380069473,0,1.825726741,3.291758124,3.012054634,1.258078841,2.270190801,5.169868384,0,1.62712457
tRF-19-JDZXHYEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JE22RR14,1.311041853,0,0,0,0,0,0,0,0.60857558,0.548626354,0,0,0.756730267,0,1.456285536,0.813562285
tRF-19-JEJB6YH0,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0.813562285
tRF-19-JEJBRYH0,0,0,0,0,0,0,0,0,0,0.548626354,1.80723278,0.629039421,0,1.477105253,0,0
tRF-19-JHHS1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JHIJL32E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JHOJ7II9,1.311041853,1.174999992,0,1.086019083,0,1.16082983,0,1.200774208,6.085755802,6.034889894,5.421698341,5.661354785,6.053842136,5.169868384,8.737713217,6.508498278
tRF-19-JIH6Z3HO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JIZKRN17,1.311041853,3.524999977,0,2.172038165,0,3.482489491,1.380069473,1.200774208,2.434302321,0,1.80723278,1.887118262,2.270190801,0,5.825142145,0
tRF-19-JJ6RRN1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JK7PP9KQ,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-19-JKIKYUK3,31.46500448,29.37499981,28.52682673,32.58057248,51.08940446,49.91568271,51.06257049,63.641033,28.60305227,26.33406499,31.92777912,32.71004987,31.78267122,21.41802616,26.21313965,33.35605368
tRF-19-JL5F82HQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JM5PFQHX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JMFKYOKJ,0,0,0,0,1.59654389,0,1.380069473,0,0,0,0.602410927,0,0,0.738552626,0,0
tRF-19-JMR8FQIX,1.311041853,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,1.456285536,0
tRF-19-JMRPFQ0X,0,0,0,0,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-19-JMRPFQFX,97.01709714,92.82499939,77.80043655,84.70948844,76.6341067,49.91568271,64.86326522,68.44412983,104.0664242,104.7876336,91.56646086,67.307218,94.59128338,121.8611833,80.09570449,117.152969
tRF-19-JMRPFQIX,15.73250224,16.44999989,29.82350068,17.37630532,22.35161445,16.25161763,15.1807642,21.61393574,97.37209284,98.20411736,101.8074466,91.8397554,98.37493472,95.2732888,103.3962731,114.7122822
tRF-19-JMZLBSHX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JNRPFQ0X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JNRPFQFX,9.177292973,3.524999977,11.67006548,1.086019083,3.193087779,3.482489491,5.520277891,6.003871038,4.868604642,3.291758124,8.433752974,8.177512467,6.053842136,7.385526263,4.368856608,8.949185133
tRF-19-JNRPFQIX,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,1.456285536,0
tRF-19-JOKP1MI0,0,0,1.296673942,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-19-JOWU1M2L,0,0,0,0,0,0,1.380069473,2.401548415,0.60857558,0,0,0.629039421,0,0,0,0
tRF-19-JP9PMNF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JPN1Y6EU,0,0,0,0,0,1.16082983,0,0,0,1.097252708,0,0,0,0.738552626,0,0
tRF-19-JQR7F8KH,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0.756730267,0,0,0
tRF-19-JQSSM825,0,0,0,0,0,2.321659661,0,0,0,0.548626354,0,1.258078841,0,0,0,0
tRF-19-JV50SJIX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JVDE86K3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JVE0PRIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JVE0S7IZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JW70SRIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JWE0PRIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JWI0PRIZ,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-19-JWI0SRIZ,0,0,0,0,0,0,0,0,0,0,0,0,1.513460534,0.738552626,0,0
tRF-19-JYSWRY2Z,28.84292077,30.5499998,29.82350068,15.20426716,31.93087779,26.6990861,34.50173682,48.0309683,12.78008718,18.65329604,17.46991688,21.3873403,12.10768427,17.72526303,14.56285536,12.20343427
tRF-19-JYXZX5IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-JZL4Q42E,1.311041853,0,0,0,1.59654389,0,0,0,1.825726741,1.097252708,0,0.629039421,2.270190801,0.738552626,1.456285536,0
tRF-19-K09L1HJ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-K0JNORI9,0,1.174999992,0,0,0,0,0,0,0.60857558,0.548626354,0,0.629039421,0,0,0,1.62712457
tRF-19-K0JNORIZ,6.555209266,9.399999938,2.593347885,2.172038165,7.982719448,4.643319322,2.760138946,6.003871038,4.868604642,6.034889894,4.819287414,5.032315364,8.324032938,7.385526263,5.825142145,13.01699656
tRF-19-K0SVRN17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-K2821IIN,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0.756730267,0,0,0
tRF-19-K2821NIN,1.311041853,0,0,0,0,0,0,0,0,0,0,0,0,1.477105253,0,0
tRF-19-K2RSI2JL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-K3NWB1IS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-K3XN13IQ,0,0,0,0,0,2.321659661,1.380069473,0,0,0,0,0,0,0,0,0
tRF-19-K4RN6ZH6,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-19-K5I34J2E,0,0,0,0,0,0,0,0,0,0.548626354,0,0.629039421,0,0,0,0
tRF-19-K76KM825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-K8HJ831Z,0,2.349999985,0,1.086019083,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-19-K8UMPL0R,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-19-K91O7VEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-KE6KM825,0,0,0,0,1.59654389,1.16082983,0,0,1.21715116,1.097252708,0,0.629039421,2.270190801,0,1.456285536,0.813562285
tRF-19-KF9MVH2O,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-19-KH91U4IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-KHM26RIZ,2.622083706,0,1.296673942,1.086019083,0,0,1.380069473,2.401548415,2.434302321,3.840384478,1.204821853,1.887118262,1.513460534,0,2.912571072,6.508498278
tRF-19-KHM2ORIZ,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0.756730267,0,0,0
tRF-19-KISBQOHO,0,0,0,0,0,0,0,0,1.21715116,0,0,0,0,0,0,0
tRF-19-KJ5R5NF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-KJ5R5NFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-KJZ8R3JL,1.311041853,1.174999992,0,0,0,0,1.380069473,1.200774208,0,0,0.602410927,0,0,0,0,0
tRF-19-KK5Y93JL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-KKM1M3JL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-KL065317,1.311041853,0,0,0,1.59654389,0,0,0,1.825726741,1.097252708,2.409643707,1.258078841,0,0.738552626,1.456285536,0
tRF-19-KL7LQ3JD,0,0,0,0,0,0,0,0,0,0,1.80723278,0.629039421,0,0,0,0
tRF-19-KL9MVH2O,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-19-KNNVORIZ,2.622083706,7.049999954,7.780043655,7.602133578,3.193087779,3.482489491,4.140208418,3.602322623,3.651453481,4.389010832,5.421698341,6.919433626,2.270190801,5.169868384,5.825142145,8.135622848
tRF-19-KNR7VJ12,0,0,1.296673942,1.086019083,0,0,1.380069473,0,0,0.548626354,0,0,2.270190801,0,0,0
tRF-19-KP1M58F3,0,0,0,0,0,0,1.380069473,0,0,0,0,0,0,0,1.456285536,0
tRF-19-KP1M58FK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-KP7J3KKK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-KQBRFKJL,0,0,0,0,1.59654389,0,0,0,0,0,0,0,1.513460534,0,0,0
tRF-19-L0HVRN16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-19-L13XZ512,1.311041853,1.174999992,1.296673942,0,1.59654389,1.16082983,0,2.401548415,0,0,1.80723278,0,0,0,1.456285536,1.62712457
tRF-19-L2DI2OHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-L33VL8JM,0,0,0,0,0,0,1.380069473,0,0.60857558,1.645879062,0,0,0,0,0,0
tRF-19-L3489B15,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-19-L3K5NK21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-L3KQNKJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-L4KVH711,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-L61MQKKK,0,0,0,0,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-19-L7P5QKE9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-L7S5QKER,0,1.174999992,1.296673942,0,1.59654389,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-19-L85DMKK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-L85DMKKK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-L85J3KKK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-19-L8K87SF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-L981PVIV,0,0,0,0,0,0,0,0,0,0.548626354,0.602410927,0.629039421,1.513460534,0,1.456285536,0.813562285
tRF-19-LB3KMBE1,0,0,0,0,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LBKM4YH1,0,0,0,0,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-19-LDK58Y21,1.311041853,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LDKW3415,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LE308HI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LE3JWBIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LE3VLIEM,1.311041853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LE489215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LEK58YE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LEKPM415,1.311041853,0,0,0,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-19-LEKPV015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LI38NJJM,2.622083706,3.524999977,6.483369712,7.602133578,1.59654389,2.321659661,4.140208418,4.80309683,3.042877901,3.840384478,0.602410927,1.258078841,5.297111869,2.954210505,1.456285536,4.881373709
tRF-19-LIK898HR,0,0,1.296673942,1.086019083,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-19-LJKP9B11,0,0,0,0,0,1.16082983,0,0,0,0,0,0,0,0,0,0
tRF-19-LJQI6IJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-19-LJR7DJEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LK8YR9ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LKKSR9ED,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-19-LKZ419H9,0,0,0,1.086019083,0,0,0,0,0.60857558,0,0,0.629039421,0,0,0,0
tRF-19-LM3KMBE1,1.311041853,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0.813562285
tRF-19-LM45N2I1,0,0,2.593347885,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LMK8J711,0,0,1.296673942,0,0,0,0,0,0,0,0.602410927,1.887118262,0,0,0,0
tRF-19-LMKPU711,0,0,0,0,0,1.16082983,0,0,0,0,0,0,0,0,0,0
tRF-19-LN39NZKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LN3JWBIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LN4Q1R29,0,0,0,2.172038165,0,1.16082983,0,0,0,0,0.602410927,0,0.756730267,0,0,0
tRF-19-LNK8KDI1,1.311041853,5.874999961,5.18669577,3.258057248,6.386175558,5.804149152,6.900347364,2.401548415,0,0,0,0,0,0,0,0
tRF-19-LNK8KEI1,0,2.349999985,0,2.172038165,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LNK8KQI1,0,1.174999992,0,1.086019083,1.59654389,1.16082983,0,0,0,0,0,0,0,0.738552626,0,0
tRF-19-LNK8QJI1,0,1.174999992,0,2.172038165,1.59654389,0,4.140208418,0,0.60857558,0.548626354,0.602410927,0,0,0,0,3.254249139
tRF-19-LNKSEKH9,0,0,0,0,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LPD33825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LQ9DYXF5,0,0,0,0,0,0,0,1.200774208,0.60857558,0,0.602410927,0,0.756730267,0,0,0
tRF-19-LQBDYBEQ,0,0,0,1.086019083,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-19-LQWJ9XEK,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0.738552626,0,0.813562285
tRF-19-LR6LQ62K,1.311041853,1.174999992,0,0,0,2.321659661,1.380069473,0,0,0,0.602410927,0,0,0.738552626,0,0
tRF-19-LS9IVN2E,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-19-LSM1M3JL,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LSN3S32B,0,0,0,0,0,0,0,0,0,0,0,1.258078841,0,0,0,0
tRF-19-LUD3KS25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LUD3KS2Q,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-19-LW67D8FF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LWND8PF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LY7L73F2,0,0,0,0,0,0,0,0,0,0,0,0,3.026921068,0,0,0
tRF-19-LZ81PVIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LZ93Q0EZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-LZM3Q0EZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-M0IBB7KQ,0,0,1.296673942,0,0,1.16082983,0,1.200774208,0.60857558,0.548626354,0,0,0,0,0,0
tRF-19-M0NK5YJY,0,1.174999992,0,0,0,0,0,1.200774208,0.60857558,1.645879062,1.80723278,0.629039421,3.026921068,2.954210505,4.368856608,0.813562285
tRF-19-M1M3WDJJ,0,1.174999992,0,1.086019083,0,0,0,0,0.60857558,0,0.602410927,0.629039421,1.513460534,0,0,0.813562285
tRF-19-M1M3WEJJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-M26RRN17,0,0,0,0,0,1.16082983,0,0,0.60857558,0,0,0,0,0,0,0
tRF-19-M2OSRN17,0,0,0,1.086019083,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-19-M2OYRN17,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-19-M3Q01M14,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-M664PUI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-M8309M2S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-M8LO9LIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-M8ZLSSJ8,78.66251119,92.82499939,89.47050203,98.82773651,129.3200551,138.1387498,99.36500204,142.8921307,24.95159879,33.46620759,34.33742282,33.33908929,25.72882908,29.54210505,30.58199626,18.71193255
tRF-19-M91MP3HJ,3.93312556,5.874999961,7.780043655,3.258057248,7.982719448,6.964978983,11.04055578,7.204645245,24.34302321,23.59093322,25.30125892,25.16157682,26.48555935,26.58789455,42.23228055,48.81373709
tRF-19-M9ZL7UEB,1.311041853,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-19-MBQ4NK12,39.3312556,22.32499985,35.01019645,27.15047706,22.35161445,11.6082983,22.08111156,24.01548415,101.6321219,94.91235924,63.85555823,83.66224293,127.1306849,146.9719726,166.0165511,197.6956352
tRF-19-MBQ4NK1K,0,1.174999992,0,0,0,0,0,1.200774208,5.477180222,2.194505416,1.204821853,1.887118262,2.270190801,3.692763132,58.25142145,1.62712457
tRF-19-ME6KM825,1.311041853,0,1.296673942,0,0,0,0,0,2.434302321,0.548626354,1.204821853,1.887118262,1.513460534,0.738552626,1.456285536,4.067811424
tRF-19-MEF91S2H,3.93312556,8.224999946,3.890021827,3.258057248,6.386175558,2.321659661,4.140208418,7.204645245,17.04011625,8.22939531,9.036163901,13.83886725,11.35095401,13.29394727,16.0191409,13.83055884
tRF-19-MEJB592Y,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-19-MEJB59FY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-MEJB5YEY,1.311041853,0,1.296673942,2.172038165,1.59654389,0,1.380069473,0,3.042877901,0,0,0,0.756730267,0,1.456285536,3.254249139
tRF-19-MEJB5YFY,0,1.174999992,6.483369712,3.258057248,0,1.16082983,0,0,1.21715116,0.548626354,0,0.629039421,0,0.738552626,1.456285536,0.813562285
tRF-19-MI7O3BEZ,2.622083706,0,0,3.258057248,0,1.16082983,0,0,2.434302321,2.194505416,0,2.516157682,2.270190801,1.477105253,0,1.62712457
tRF-19-MIF91S2H,1.311041853,1.174999992,1.296673942,0,0,0,0,1.200774208,3.042877901,2.74313177,1.80723278,4.403275944,3.026921068,1.477105253,0,0
tRF-19-MK7LQ624,0,0,0,2.172038165,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-MKILQ624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-ML5F82HQ,1.311041853,1.174999992,2.593347885,5.430095413,4.789631669,1.16082983,4.140208418,3.602322623,2.434302321,5.48626354,4.216876487,2.516157682,6.810572403,5.908421011,2.912571072,2.440686854
tRF-19-ML5F92H3,1.311041853,0,0,0,0,0,0,0,0,0.548626354,0.602410927,0.629039421,0,0,0,2.440686854
tRF-19-MLHVHBEQ,0,1.174999992,0,0,0,0,1.380069473,2.401548415,0,0,0,0,0,0,0,0
tRF-19-MLQHWUHJ,1.311041853,0,0,0,0,1.16082983,1.380069473,0,1.21715116,0.548626354,0,1.258078841,1.513460534,2.215657879,2.912571072,2.440686854
tRF-19-MMUKLYHE,3.93312556,2.349999985,1.296673942,3.258057248,6.386175558,1.16082983,2.760138946,0,4.260029062,2.194505416,4.216876487,2.516157682,4.540381602,5.169868384,8.737713217,4.881373709
tRF-19-MMUKLYIE,0,3.524999977,2.593347885,1.086019083,0,3.482489491,1.380069473,2.401548415,0.60857558,1.645879062,1.204821853,3.774236523,3.783651335,1.477105253,1.456285536,2.440686854
tRF-19-MNFV7SIP,0,0,0,0,0,1.16082983,0,0,0,0,0,0,0,0.738552626,0,0
tRF-19-MNFVISIP,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-19-MNFVNSIP,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-19-MNH5IS15,0,0,0,0,0,0,0,0,0,0,0.602410927,0.629039421,0,0,0,0
tRF-19-MNH5SYHQ,0,0,0,0,0,1.16082983,0,0,0.60857558,0.548626354,0.602410927,1.258078841,1.513460534,1.477105253,0,4.067811424
tRF-19-MNLB3K1X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-19-MNLM3K1X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-MP9P9MF2,0,0,0,0,0,0,0,0,0,0,0,0,1.513460534,0,0,0
tRF-19-MP9PMNF2,0,0,0,0,0,0,0,0,1.825726741,1.097252708,0.602410927,0,0,0,0,0
tRF-19-MPW4PU24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0.813562285
tRF-19-MQ5JK825,0,1.174999992,0,0,0,0,2.760138946,0,0,0,0,0.629039421,0,0.738552626,1.456285536,0
tRF-19-MQ6KM825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-MRZLSL0W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-MV9JKLEJ,2.622083706,0,0,1.086019083,0,0,1.380069473,0,1.21715116,0.548626354,1.204821853,1.887118262,0.756730267,1.477105253,7.281427681,0.813562285
tRF-19-MWWB8HJ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-MXF4P2IJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-MXQFSKF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-MZILQX15,0,0,0,0,0,0,0,1.200774208,0,0,0,0,0,0,0,0
tRF-19-N1EH6K1K,0,0,0,0,1.59654389,0,0,0,3.042877901,0.548626354,0.602410927,0,0.756730267,0,0,0
tRF-19-N343RXI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-19-N3PSM825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-N3R9182X,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-19-N3S3RQ10,0,0,0,0,0,0,0,0,0,0,0.602410927,1.887118262,0,0,0,0
tRF-19-N4SX732X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-N54720F7,0,0,0,0,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-19-N5ORNQK1,0,0,0,0,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-19-N90VL81K,2.622083706,0,0,0,1.59654389,1.16082983,1.380069473,0,0.60857558,0.548626354,0.602410927,0.629039421,2.270190801,2.215657879,1.456285536,2.440686854
tRF-19-N95P4PK4,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-19-NB80LM1S,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-19-NB8PLM1S,2.622083706,5.874999961,3.890021827,5.430095413,6.386175558,3.482489491,6.900347364,4.80309683,21.90872089,19.20192239,16.86750595,18.87118262,27.24228961,25.84934192,27.66942519,28.47467997
tRF-19-NBDWY21Y,0,1.174999992,0,4.34407633,1.59654389,2.321659661,0,1.200774208,1.825726741,0.548626354,0,0.629039421,0,0,0,0.813562285
tRF-19-NBRRX3JL,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-19-NBRSX3JL,0,0,0,0,0,1.16082983,0,0,0,0,0,0,0,0,0,0
tRF-19-NDBP1I28,0,2.349999985,1.296673942,2.172038165,6.386175558,2.321659661,4.140208418,1.200774208,0.60857558,1.097252708,1.80723278,0.629039421,0,1.477105253,2.912571072,0.813562285
tRF-19-NDY8HP0X,0,0,0,0,0,0,0,0,0,0,0,0,0.756730267,0,0,0
tRF-19-NHZ4PVEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-NIDRIWIQ,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-19-NL5RYKJM,0,0,0,0,0,0,0,0,0,0.548626354,0,0,1.513460534,0,0,0
tRF-19-NMEH6214,2.622083706,7.049999954,2.593347885,8.68815266,7.982719448,0,2.760138946,3.602322623,8.520058123,6.034889894,5.421698341,4.403275944,8.324032938,5.169868384,11.65028429,4.881373709
tRF-19-NMEH62H4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-19-NNBSBKK4,0,0,1.296673942,1.086019083,0,0,0,0,0.60857558,0,0.602410927,0.629039421,0,0,1.456285536,0.813562285
tRF-19-NNBX1WKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-NO0RNQK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-19-NPJV502H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-NPLPMJE8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-NPN3U01V,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-19-NPRV502J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-NPSV9N17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-19-NQDVLKKN,0,0,0,0,0,0,0,0,0.60857558,0,0,0,1.513460534,0,0,0
tRF-19-NRDF7U1K,2.622083706,4.699999969,1.296673942,5.430095413,6.386175558,4.643319322,2.760138946,3.602322623,1.825726741,3.840384478,2.409643707,2.516157682,1.513460534,1.477105253,7.281427681,6.508498278
tRF-19-NS56O2KL,0,0,0,1.086019083,0,0,0,1.200774208,0,0,0,0,0,0,1.456285536,0
tRF-19-NS56O2KM,0,0,0,0,0,0,0,1.200774208,0.60857558,0.548626354,0,0,0,0,1.456285536,0
