miRNA,control_mean,ad_mean,log_fold_change,p_value,adj_p_value,significant
hsa-miR-3177-3p,34.810966591,26.080503302,-0.4165701627279397,0.0016667154472725931,0.6171294746628934,False
hsa-miR-671-3p,114.71612481900002,98.8110780035,-0.21532349403588835,0.0028390980884666073,0.6171294746628934,False
hsa-miR-760,744.8114575100002,665.6140610175,-0.16218935562991277,0.003675931836739199,0.6171294746628934,False
hsa-let-7e-5p,10605.826220466668,9391.3924881,-0.17544602351767047,0.004728961491669681,0.6171294746628934,False
hsa-miR-412-5p,21.75148064556667,13.563199042399997,-0.681416114576328,0.0077005510918775055,0.6231000548330654,False
hsa-miR-215-5p,308.75255581666664,266.742931495,-0.2110010380777414,0.0077005510918775055,0.6231000548330654,False
hsa-miR-369-5p,130.55660788833333,159.43769435250002,0.28831727353726766,0.009743755345263616,0.6231000548330654,False
hsa-miR-124-3p,5574.4640672666665,6477.0271304,0.21649867710181958,0.012260660144509106,0.6231000548330654,False
hsa-miR-592,23.2550955531,26.915335028749997,0.210881515642801,0.012260660144509106,0.6231000548330654,False
hsa-miR-190a-5p,113.40886137866667,130.4582760085,0.20205509678980782,0.012260660144509106,0.6231000548330654,False
hsa-miR-2110,160.94234143566663,136.0334716355,-0.2425822500715622,0.015347812678830675,0.6231000548330654,False
hsa-let-7g-5p,243136.28224,204475.36448750002,-0.2498381614768448,0.015347812678830675,0.6231000548330654,False
hsa-miR-365a-3p,104.15654106333334,111.83574762550002,0.10262796678635233,0.01909885225541963,0.6231000548330654,False
hsa-miR-26a-5p,41772.81325,45241.41124975,0.11507962597478105,0.01909885225541963,0.6231000548330654,False
hsa-miR-365b-3p,104.15654106333334,111.83574762550002,0.10262796678635233,0.01909885225541963,0.6231000548330654,False
hsa-miR-129-2-3p,1241.2708652200001,1079.848679515,-0.20098880905629812,0.01909885225541963,0.6231000548330654,False
hsa-miR-98-5p,9386.2642015,8351.16169075,-0.1685741713916009,0.023651374035441153,0.6420790430570649,False
hsa-miR-493-5p,14.328429596633335,11.620095924125,-0.30225851986642827,0.023651374035441153,0.6420790430570649,False
hsa-let-7f-5p,252540.62986000004,202238.78433749996,-0.32045581715693316,0.023651374035441153,0.6420790430570649,False
hsa-miR-6505-5p,38.45931246066667,33.8485284955,-0.1842398552006781,0.029137611434829402,0.6420790430570649,False
hsa-miR-129-1-3p,1023.6365516233334,894.9044435174999,-0.19389802159717995,0.029137611434829402,0.6420790430570649,False
hsa-miR-486-3p,17.1876542155,12.695067457,-0.43710459713713634,0.029137611434829402,0.6420790430570649,False
hsa-let-7d-5p,9264.558114066665,8327.491872625,-0.1538401256805031,0.035671057947614715,0.6420790430570649,False
hsa-miR-320a,1966.1445508666668,1843.2780270000003,-0.09309569917647664,0.035671057947614715,0.6420790430570649,False
hsa-miR-221-5p,210.14968713999997,192.392363946,-0.1273657690115968,0.035671057947614715,0.6420790430570649,False
hsa-miR-126-5p,1434.4637323733334,1640.914459525,0.1939885406389319,0.035671057947614715,0.6420790430570649,False
hsa-miR-10b-5p,48.259575180666666,71.20342690675,0.5611314616060206,0.035671057947614715,0.6420790430570649,False
hsa-miR-7-5p,64907.387119666666,57201.727902499995,-0.18232395351125597,0.035671057947614715,0.6420790430570649,False
hsa-miR-127-5p,940.5256631366666,846.7546334175,-0.15152333346332547,0.035671057947614715,0.6420790430570649,False
hsa-miR-362-5p,15.521054774199998,18.39080181985,0.24475777812393718,0.04346146636858772,0.6874813771031147,False
hsa-miR-200a-3p,114.10032545366667,137.26835675275,0.2666961855212273,0.04346146636858772,0.6874813771031147,False
hsa-miR-381-3p,809.1450459233332,866.9459617175,0.0995437296808781,0.04346146636858772,0.6874813771031147,False
hsa-miR-487b-3p,2695.660905766667,2860.3885620749998,0.08557211193481429,0.04346146636858772,0.6874813771031147,False
hsa-miR-126-3p,14868.395216166664,16581.89078425,0.15735958045085496,0.05271733899827458,0.7366445657229874,False
hsa-miR-548a-3p,27.1974791519,32.036614088375,0.23624874023764963,0.05271733899827458,0.7366445657229874,False
hsa-miR-138-5p,221.40487846333335,272.001298503,0.2969265277564581,0.06353995779476052,0.7366445657229874,False
hsa-miR-655-3p,23.845605744466663,35.859916305975005,0.5886486894316887,0.06353995779476052,0.7366445657229874,False
hsa-miR-17-3p,22.20207325283333,28.705995744000006,0.3706576969627058,0.06353995779476052,0.7366445657229874,False
hsa-miR-3690,8.495855899766665,11.680720463750001,0.4592980604426531,0.06353995779476052,0.7366445657229874,False
hsa-miR-374b-3p,19.587951954466668,16.107497394724998,-0.28223420109264286,0.06353995779476052,0.7366445657229874,False
hsa-miR-22-3p,497.76733482333344,558.85286274,0.16699693501897528,0.06353995779476052,0.7366445657229874,False
hsa-miR-345-5p,65.53170809033332,74.1884769815,0.17900198739875783,0.06353995779476052,0.7366445657229874,False
hsa-miR-130b-5p,135.410486538,123.86096873625002,-0.12861783451286168,0.06353995779476052,0.7366445657229874,False
hsa-miR-569,12.538728547933333,14.0052541147,0.15957709685188526,0.06353995779476052,0.7366445657229874,False
hsa-miR-186-5p,3976.6385874999996,4378.21848285,0.1387944996882986,0.0762046102472056,0.7366445657229874,False
hsa-miR-95-3p,20855.47617066667,19131.30794775,-0.12449074249994752,0.0762046102472056,0.7366445657229874,False
hsa-miR-589-5p,250.49367790666668,226.80472975999996,-0.14332346597949197,0.0762046102472056,0.7366445657229874,False
hsa-miR-106b-5p,512.3622705166667,592.2332234325,0.20900118391371691,0.0762046102472056,0.7366445657229874,False
