tRF,control_mean,ad_mean,log_fold_change,p_value,adj_p_value,significant
tRF-23-43RX6NMHD5,48.22323971090909,20.75367113144444,-1.2163620182817727,0.011097880447725417,0.9657847432689451,False
tRF-22-DWY2MJ8F5,50.310095713636365,15.767622145333332,-1.6738828250934672,0.011097880447725417,0.9657847432689451,False
tRF-21-YO0Y3KQ9D,12.871519809727273,26.067471592,1.0180682454120142,0.013574660633484115,0.9657847432689451,False
tRF-18-RX6NMHD5,63.342837299090895,28.199854473333332,-1.1674937735257647,0.027851869492736214,0.9657847432689451,False
tRF-19-UJJKIWIZ,10.698717469,15.034719926222222,0.49086013204163637,0.027851869492736214,0.9657847432689451,False
tRF-22-N6B7P86ZJ,16.09914590109091,27.041913716222226,0.7482131007426904,0.027851869492736214,0.9657847432689451,False
tRF-21-INVDRI2QD,143.12307205,90.15669296666667,-0.6667497572438199,0.027851869492736214,0.9657847432689451,False
tRF-18-BS68BFD2,183.19136454272726,331.09591734888886,0.8538977235359333,0.03910454870207192,0.9657847432689451,False
tRF-19-MBQ4NK12,33.90279715727273,50.77147416666666,0.5826138416826971,0.03910454870207192,0.9657847432689451,False
tRF-16-RPM830D,888.9339273909092,1280.2969772333336,0.5263304004419336,0.03910454870207192,0.9657847432689451,False
tRF-20-U4727OFI,25.82709416,14.309969146222222,-0.8518647716208823,0.03910454870207192,0.9657847432689451,False
tRF-16-945NB2D,11.686826740272727,17.548420310222223,0.5864579105313728,0.03910454870207192,0.9657847432689451,False
tRF-19-2DN1RJKJ,7.100552977727272,13.247620455111111,0.8997299567829566,0.03910454870207192,0.9657847432689451,False
tRF-21-18YKISQID,153.17913157545453,63.38144755,-1.2730872499822858,0.03910454870207192,0.9657847432689451,False
tRF-21-S3M8309NB,35.72970258454546,46.47869462777778,0.3794456457371824,0.03910454870207192,0.9657847432689451,False
tRF-21-PS5P4PW3B,13.16007017,26.117575786222222,0.9888538116289389,0.05010716837342244,0.9657847432689451,False
tRF-18-HSQS52D2,24.621502968545453,43.182928188888894,0.8105422434741563,0.05010716837342244,0.9657847432689451,False
tRF-20-40KK5Y93,11.83328824109091,17.03782166222222,0.5258898680318911,0.05010716837342244,0.9657847432689451,False
tRF-22-INVDRI2Q2,134.64617681181815,50.82118894777778,-1.405671233706344,0.05010716837342244,0.9657847432689451,False
tRF-18-YRRHQFD2,24.877507099909096,42.32688629955556,0.7667324387370487,0.05769230769230782,0.9657847432689451,False
tRF-23-YOH9R8B7D2,8.473978909454546,16.460425561555557,0.9578901919750473,0.05769230769230782,0.9657847432689451,False
tRF-20-VMMV5BU6,22.08476181509091,34.97843341211111,0.6634144034142908,0.05769230769230782,0.9657847432689451,False
tRF-18-40KK5Y04,22.215781971818178,43.387735847777776,0.9657023787334369,0.05769230769230782,0.9657847432689451,False
tRF-16-0P5830E,29.271288096363637,59.58730709066666,1.0255188160921467,0.05769230769230782,0.9657847432689451,False
tRF-23-79MP9PMNDD,9.680184409727273,17.91261916266667,0.88786986542013,0.08925934746368169,0.9657847432689451,False
tRF-21-9DH48V7KE,9.241875245000001,17.450125232111112,0.9169798701036589,0.08925934746368169,0.9657847432689451,False
tRF-23-76DRR4KR0J,62.87797694354545,44.63329644444445,-0.49443443814574106,0.08925934746368169,0.9657847432689451,False
tRF-18-ME6KM80E,78.83448043654545,167.8362796688889,1.0901559286489455,0.08925934746368169,0.9657847432689451,False
tRF-23-DRFU8U767,41.20693851181819,67.67466261555556,0.7157285081460873,0.08925934746368169,0.9657847432689451,False
