tRF,control_mean,ad_mean,log_fold_change,p_value,adj_p_value,significant
tRF-18-UP0O5105,16.220304369133334,21.78388100794444,0.42546011540504036,3.081303922847223e-05,0.010907815886879169,True
tRF-19-73VL4YHE,116.67764007866667,74.64256331466667,-0.6444576756797797,0.007468103808876636,0.8134147191722836,False
tRF-18-RXSINH0P,37.05842889393333,22.732061119999997,-0.7050732195606582,0.007468103808876636,0.8134147191722836,False
tRF-18-73VL4YDN,74.63546902266665,53.842521501055565,-0.47111543114330434,0.01740317717356754,0.8134147191722836,False
tRF-22-V47PU9XWP,19.479980931066667,10.503284667666666,-0.8911516960669874,0.01740317717356754,0.8134147191722836,False
tRF-21-WB08Q2B5D,9.695085489933332,14.06356624661111,0.5366369551915202,0.021636124945707547,0.8134147191722836,False
tRF-22-WR645J7KQ,26.48496431153333,38.29843325844444,0.5321118098806217,0.021636124945707547,0.8134147191722836,False
tRF-21-VP9N15WV0,16.422343236000003,16.066690817722222,-0.031587179611583416,0.021636124945707547,0.8134147191722836,False
tRF-18-ME6KM80E,32.75151898866667,70.81784019055556,1.112551025726793,0.02711812503225164,0.8134147191722836,False
tRF-21-RK9P4P9L0,20.305972445199995,13.283595784222221,-0.6122583911764474,0.02711812503225164,0.8134147191722836,False
tRF-20-73VL4YMY,89.45516741200001,51.618145416111105,-0.793286514618269,0.03336772441838931,0.8134147191722836,False
tRF-22-VF4YO9XEJ,47.333725812666664,61.94051487666666,0.38801488896527303,0.03336772441838931,0.8134147191722836,False
tRF-20-INVDRI2Q,226.84899296666666,328.00859977888894,0.5320013848777201,0.03336772441838931,0.8134147191722836,False
tRF-20-88I26WRN,28.080016905933334,44.528042618499995,0.6651703903735218,0.03976471788800762,0.8134147191722836,False
tRF-21-DRFU8U76B,10.343848021000001,15.347678888777775,0.5692475022986305,0.03976471788800762,0.8134147191722836,False
tRF-20-JMRPFQJD,17.296637397466665,15.554018836666668,-0.1532042027716347,0.03976471788800762,0.8134147191722836,False
tRF-22-79MP9P9MI,12.468714252666665,15.48925478027778,0.312955029599864,0.03976471788800762,0.8134147191722836,False
tRF-21-WR645J7KE,65.5900767304,80.59414572583334,0.2971974839162854,0.045955633851541444,0.8134147191722836,False
tRF-21-18Y3E7QN0,12.834493283066665,8.9303635075,-0.5232355321054558,0.045955633851541444,0.8134147191722836,False
tRF-22-N6B7P86ZJ,9.637394267533333,14.639390145277778,0.603140422065267,0.045955633851541444,0.8134147191722836,False
tRF-21-J9ZH0SR90,16.588215948333332,21.453033507833332,0.3710229287778466,0.05518184436875573,0.8493205611538925,False
tRF-19-945NB2HQ,9.570100598866668,15.964071440388889,0.7382226449344689,0.05518184436875573,0.8493205611538925,False
tRF-18-W9RKM80E,30.323912384133333,38.75088496,0.3537733561178307,0.05518184436875573,0.8493205611538925,False
