miRNA,control_mean,ad_mean,log_fold_change,p_value,adj_p_value,significant,core_cholinergic_Production,cholinergic_targets_Production,cholinergic_Production
hsa-miR-30d-5p,51908.23907954546,52678.065179375,0.021238810622707,0.7230638735046423,0.9972001756853214,False,False,"LHX8,RORA,LIFR,CLOCK,SMAD2,KLF7,BMP2K",True
hsa-miR-125b-5p,39204.36059681818,37055.3601225,-0.0813318844186437,0.7230638735046423,0.9972001756853214,False,False,"RORA,IL6R,LIFR,RORB,STAT3",True
hsa-miR-3065-5p,29.047707647318177,33.535543441875,0.2072666658272801,0.7230638735046423,0.9972001756853214,False,False,"NKX2-1,CLOCK,BMPR2,SMAD2,RORA,BMP3",True
hsa-miR-659-5p,18.91407606522727,18.4431682204375,-0.036373796460567,0.7230638735046423,0.9972001756853214,False,False,BMP8B,False
hsa-miR-26a-2-3p,15.507301541045452,16.250813665625,0.0675642928288584,0.7559658210452358,0.9972001756853214,False,False,,False
hsa-miR-126-5p,1014.5830886227272,975.6015174875,-0.0565231112346271,0.7559658210452358,0.9972001756853214,False,False,"NPAS2,RORA,RORB,BMPR1B",False
hsa-miR-1285-2-3p,13.232471756045454,12.077018567375,-0.131818231630715,0.7559658210452358,0.9972001756853214,False,False,RORC,False
hsa-miR-4454,16.589867525545454,18.1427397360625,0.1290899677296879,0.7559658210452358,0.9972001756853214,False,False,,False
hsa-miR-146a-5p,1871.762032090909,2034.7714710625,0.1204697434149881,0.7559658210452358,0.9972001756853214,False,False,"KLF7,CNTF",False
hsa-miR-411-5p,4397.720354272727,4625.7594916875005,0.0729343896328753,0.7559658210452358,0.9972001756853214,False,False,,False
hsa-miR-4446-3p,14.469505819454549,14.3857509954375,-0.0083751123322239,0.7559658210452358,0.9972001756853214,False,False,NGFR,False
hsa-miR-105-2-5p,223.94609185454547,227.0790511625,0.02004312897364,0.7559658210452358,0.9972001756853214,False,False,"BMPR1A,RORA",False
hsa-miR-628-5p,391.3379117136363,398.1668420625,0.0249582022423808,0.7559658210452358,0.9972001756853214,False,False,"NR1D2,RORA",False
hsa-miR-2-320b,705.7359243136364,554.45258908125,-0.3480643482058472,0.7559658210452358,0.9972001756853214,False,False,,False
hsa-let-7e-3p,91.83892514227271,87.615850311875,-0.0679138702785806,0.7559658210452358,0.9972001756853214,False,False,,False
hsa-miR-105-5p,223.94609185454547,227.0790511625,0.02004312897364,0.7559658210452358,0.9972001756853214,False,False,"BMPR1A,RORA",False
hsa-miR-320b,704.9114535545455,553.7366175562499,-0.3482421190954383,0.7559658210452358,0.9972001756853214,False,False,,False
hsa-miR-582-5p,17.74898452759091,16.9327633966875,-0.0679190483898501,0.7559658210452358,0.9972001756853214,False,False,"NR1D2,RORA,BMP10,BMPR1B",False
hsa-let-7a-3-3p,160.1189893031818,158.93624287187504,-0.0106962685784655,0.7559658210452358,0.9972001756853214,False,False,"BMPR1B,BMPR2,LIFR,ARNTL,CLOCK",True
hsa-miR-326,64.22905128681819,66.067379098125,0.0407121270717292,0.7559658210452358,0.9972001756853214,False,False,,False
hsa-miR-10b-5p,443.1315104272728,463.09004306250006,0.063557819483913,0.7559658210452358,0.9972001756853214,False,False,"RORA,BDNF,BMP2K,RORB,KLF4,KLF7",True
hsa-miR-98-5p,12430.537102136364,12212.55822525,-0.0255231936288584,0.7559658210452358,0.9972001756853214,False,False,"NGF,IL6R,CLOCK",False
hsa-miR-370-5p,42.71377180136364,42.83367383375,0.004044122638688,0.7559658210452358,0.9972001756853214,False,False,,False
hsa-let-7a-3p,160.346278835,158.97004244062504,-0.0124359550891401,0.7559658210452358,0.9972001756853214,False,False,"BMPR1B,BMPR2,LIFR,ARNTL,CLOCK",True
hsa-miR-625-3p,267.65522651954547,198.24039596875,-0.4331248502622067,0.7559658210452358,0.9972001756853214,False,False,"NTRK2,RORB,LHX8",False
hsa-miR-874-3p,1914.8382225,2104.650727,0.1363583242499704,0.7559658210452358,0.9972001756853214,False,False,"BMPR2,BMP1",False
hsa-let-7g-5p,95068.49520454546,93540.04994125,-0.0233831258509447,0.7559658210452358,0.9972001756853214,False,False,"NGF,IL6R,CLOCK",False
hsa-miR-539-5p,312.7547059318181,325.725537221875,0.0586252405843747,0.7559658210452358,0.9972001756853214,False,False,"KLF7,RORA,LIFR,BMP2",False
hsa-miR-642a-3p,35.52548827804546,27.7489543350625,-0.3564210712908746,0.7729863059918993,0.9972001756853214,False,False,,False
hsa-miR-548d-5p,13.13138466936364,12.3117402371875,-0.0929843546011612,0.7729863059918993,0.9972001756853214,False,False,"RORB,RORA,BMP2K,CLOCK,KLF7,STAT1,NTRK2,STAT3,BMPR2",True
