tRF,control_mean,ad_mean,log_fold_change,p_value,adj_p_value,significant
tRF-23-17NSRJ7K05,17.2850052633,7.3044211820000005,-1.2426791824807415,0.002422414187120192,0.39597902097902643,False
tRF-18-YKISQID5,61.970520538,37.020903022125,-0.7432420004872151,0.00498194615841685,0.39597902097902643,False
tRF-19-7P596VJ5,28.9597584449,18.670994761875,-0.6332507746806018,0.00498194615841685,0.39597902097902643,False
tRF-22-Q3V2Y7RZ5,18.4548407373,10.189229457749999,-0.856954332983169,0.00498194615841685,0.39597902097902643,False
tRF-23-JMRPFQRD03,155.796774222,79.73305353625,-0.966415536497208,0.00498194615841685,0.39597902097902643,False
tRF-22-YBOZZ7ND2,57.194740665,100.88714253625,0.8187879279141352,0.006993006993007089,0.39597902097902643,False
tRF-22-1HPSR9O9J,14.458559491299999,7.453634515875001,-0.9559078392007065,0.006993006993007089,0.39597902097902643,False
tRF-21-Z3M8ZLSSE,67.119403531,38.83713425375,-0.7892931451362566,0.006993006993007089,0.39597902097902643,False
tRF-21-8B8HWKS5D,5.7934944897000005,11.090702801125,0.936845076686112,0.012020659079482465,0.5505037062130437,False
tRF-23-F8YKIR9N05,14.3161690989,10.95628459,-0.3858868439964227,0.0206590794826087,0.5505037062130437,False
tRF-20-U0EZY9X1,47.291902951000004,72.4651215875,0.6156935794379379,0.0206590794826087,0.5505037062130437,False
tRF-20-JMRPFQRD,78.69126023200002,51.791023518375,-0.6035013431505893,0.0206590794826087,0.5505037062130437,False
tRF-18-HR0VX6D2,41.96005299899999,57.81976750625,0.462546307579375,0.0206590794826087,0.5505037062130437,False
tRF-21-JMRPFQRDE,158.99294863800003,118.25517081749999,-0.4270595150505452,0.0206590794826087,0.5505037062130437,False
tRF-18-JMRPFQDY,90.901031639,56.2082570875,-0.6935145873665878,0.0206590794826087,0.5505037062130437,False
tRF-21-YBOZZ7NDD,44.364616835,70.75048311500001,0.6733304909414448,0.0206590794826087,0.5505037062130437,False
tRF-16-YKISQID,50.025848017,35.616588442250006,-0.49012438470565023,0.0206590794826087,0.5505037062130437,False
tRF-18-XSXMSL00,12.3709613683,22.56379363875,0.8670520287488332,0.03025732437497175,0.6498117267348029,False
tRF-21-9DH48V7KE,11.7594007672,32.062888443125,1.44708985360128,0.03025732437497175,0.6498117267348029,False
tRF-21-U0EZY9X1B,62.122831313999995,102.215271385,0.7184152683000153,0.03025732437497175,0.6498117267348029,False
tRF-23-JYSWRYVMDN,12.502530257,8.711418426625,-0.5212405482593145,0.037296037296037254,0.6498117267348029,False
tRF-22-Z3M8ZLSSP,14.975786790799997,27.80962746,0.8929526177209901,0.037296037296037254,0.6498117267348029,False
tRF-19-XSXMSL24,41.577890755,60.72974033749999,0.5465866284799761,0.037296037296037254,0.6498117267348029,False
tRF-22-DWY2MJ8F5,18.937336202,26.6032697675,0.4903701659955848,0.037296037296037254,0.6498117267348029,False
tRF-18-NSRJ7K05,32.601879556,14.905856140250002,-1.1290758997071335,0.037296037296037254,0.6498117267348029,False
tRF-22-8BWS72092,25.964344950000005,31.61709405125,0.2841729463217,0.037296037296037254,0.6498117267348029,False
tRF-19-NSRJ7KKK,19.387989446800002,7.80209213725,-1.3132302615397666,0.04986516751222636,0.8067471743942336,False
tRF-21-1SS2P46ID,38.40526397,24.7342196875,-0.6347956794838439,0.04986516751222636,0.8067471743942336,False
tRF-21-W7WK6WRND,20.5452131108,9.692614921375,-1.083844454692958,0.07043283513871756,0.838066006391799,False
tRF-22-18Y3E7QNN,10.691158014500001,16.49277273825,0.6254158354527486,0.07043283513871756,0.838066006391799,False
tRF-18-5BF900R,134.722484784,129.37724850125,-0.05840671639833417,0.07043283513871756,0.838066006391799,False
tRF-19-ML5F92H3,13.371499525199999,9.423397551375,-0.5048420491282708,0.07043283513871756,0.838066006391799,False
tRF-18-1SS2P4DX,26.349328096100002,20.356154548124998,-0.37230112411744276,0.07043283513871756,0.838066006391799,False
tRF-18-YKIR9N05,16.2308444639,8.764542356625,-0.888987395584897,0.07043283513871756,0.838066006391799,False
tRF-23-86J8WPMNY,41.301816775400006,17.92517615125,-1.2042179475937331,0.07043283513871756,0.838066006391799,False
tRF-20-9M739P8W,87.745421447,55.621714256875,-0.6576756384868556,0.07043283513871756,0.838066006391799,False
tRF-19-RQ59W3K4,50.637403034,51.90447184,0.03565542232820196,0.09511403629050696,0.838066006391799,False
tRF-23-W47W1R7HX,22.266875864000003,21.47632622375,-0.05215193155931974,0.09511403629050696,0.838066006391799,False
tRF-20-4ZMKQ4R9,23.335290443599998,12.572627013,-0.8922272958821829,0.09511403629050696,0.838066006391799,False
tRF-23-Q9B1XSRI0J,88.1048531991,44.9943394055,-0.9694779792704473,0.09511403629050696,0.838066006391799,False
tRF-19-3IRW18JD,10.9564472436,6.428280986125,-0.7692751663144866,0.09511403629050696,0.838066006391799,False
tRF-16-JKIWRND,14.247922391699998,10.429575016624998,-0.45007119097823534,0.09511403629050696,0.838066006391799,False
tRF-18-BZOS4YV,305.486715974,524.9800930875,0.7811530716184532,0.09511403629050696,0.838066006391799,False
tRF-23-FSXMSL730H,13.808476682100002,18.741215327375002,0.4406603379602321,0.09511403629050696,0.838066006391799,False
tRF-22-WE884U1D2,8.5224442623,10.635379535125,0.31953235423584125,0.09511403629050696,0.838066006391799,False
tRF-18-H5KQBFD2,13.87796509,20.53423393625,0.5652350834675937,0.09511403629050696,0.838066006391799,False
tRF-16-ME6KM80,22.354863024900002,36.360925759000004,0.7018002253326223,0.09511403629050696,0.838066006391799,False
tRF-16-9N1EWJ0,31.2360662742,52.206448679999994,0.7410152447729885,0.09511403629050696,0.838066006391799,False
tRF-23-BZBZOS4YV,218.829375274,363.6059144625,0.7325692507951596,0.09511403629050696,0.838066006391799,False
tRF-19-1R7HFEE2,13.0188399191,11.2710430995,-0.20797986020446801,0.12025229672288507,0.838066006391799,False
tRF-21-9N15WV7W0,38.9236509466,40.297906460625,0.05005785257648743,0.12025229672288507,0.838066006391799,False
tRF-19-73VL4YHE,20.9170839036,21.166142143375,0.017076603498082044,0.12025229672288507,0.838066006391799,False
tRF-18-7P596V03,25.1244375823,17.10233156175,-0.5548982803040046,0.12025229672288507,0.838066006391799,False
tRF-19-9M739PJK,56.929817451999995,42.690146951875,-0.4152813449013335,0.12025229672288507,0.838066006391799,False
tRF-20-DRFU8U76,30.481172337000004,35.595201834125,0.22376439031312945,0.12025229672288507,0.838066006391799,False
tRF-22-73V2Y8L95,13.888426838300001,11.478019986,-0.27500940087145276,0.12025229672288507,0.838066006391799,False
tRF-21-43RX6NMHD,9.6347763633,12.215062751249999,0.3423381899978488,0.12025229672288507,0.838066006391799,False
tRF-19-JMRPFQIX,46.6564798989,32.611596713125,-0.5166923847684828,0.12025229672288507,0.838066006391799,False
tRF-21-7O58J0K8E,42.85733526,45.62258706750001,0.09020610784426797,0.12025229672288507,0.838066006391799,False
tRF-20-I7XUK87S,8.5205454112,18.013756031125,1.0800813402731424,0.12025229672288507,0.838066006391799,False
tRF-21-Q622EVUID,21.557000867299998,59.89685743437499,1.4743238360465742,0.12025229672288507,0.838066006391799,False
tRF-22-XSXMSL73O,17.9463272196,24.787703994999998,0.46593602390050215,0.12025229672288507,0.838066006391799,False
tRF-16-12Z4R90,75.347978883,52.89435196625,-0.5104551335463814,0.12025229672288507,0.838066006391799,False
tRF-23-79MP9PMNDD,14.047752056599998,17.116304211625,0.2850319390361351,0.12025229672288507,0.838066006391799,False
tRF-16-MEF91S0,16.5301475132,14.407110374375,-0.19831859510363037,0.12025229672288507,0.838066006391799,False
tRF-18-Z3M8ZL0D,11.260602605799999,25.5284939925,1.1808243964373153,0.16595822478175404,0.91681799787969,False
tRF-16-945NB2D,16.584977128000002,20.914196033375,0.33460551759450397,0.16595822478175404,0.91681799787969,False
tRF-23-4PW3FJHPW,34.710421826,23.270241972375,-0.5768826854554039,0.16595822478175404,0.91681799787969,False
tRF-21-DRFU8U76B,29.745571207,25.996559467749996,-0.19435418132631987,0.16595822478175404,0.91681799787969,False
tRF-22-BZBZOS4Y1,38.681425753300005,59.1939008075,0.6138075599077863,0.16595822478175404,0.91681799787969,False
tRF-23-2IUIX1Q7DR,45.93632798109999,69.07378130125001,0.5885026667639428,0.16595822478175404,0.91681799787969,False
tRF-20-U4727OFI,18.977809775000004,22.435677981250002,0.2414812804758748,0.16595822478175404,0.91681799787969,False
tRF-23-I8W47W1R00,12.2564994826,24.596772906125,1.0049220495943896,0.16595822478175404,0.91681799787969,False
tRF-19-S3M830JZ,19.312300899100002,27.162561706250003,0.49209948726249575,0.16595822478175404,0.91681799787969,False
tRF-16-KJ5R5ND,40.008243750000005,24.34168577925,-0.7168682146885601,0.16595822478175404,0.91681799787969,False
tRF-23-RPFQRDWXDD,25.704662202999998,20.1026447055,-0.35464473811972574,0.16595822478175404,0.91681799787969,False
tRF-20-9N15WV7W,12.9483845673,18.333663994625,0.5017230188611328,0.16595822478175404,0.91681799787969,False
tRF-20-MBQ4NKKQ,19.614246263299997,14.525613428375001,-0.4333028054705421,0.16595822478175404,0.91681799787969,False
tRF-19-7X9PN5HJ,14.6356575534,26.827102117124998,0.8742036571987568,0.16595822478175404,0.91681799787969,False
tRF-22-I7XUK87SI,27.123611597,32.42822233712501,0.25770064894850275,0.16595822478175404,0.91681799787969,False
tRF-22-79MP9P9MI,29.731345463999993,28.685873472500003,-0.051644304424643295,0.16595822478175404,0.91681799787969,False
tRF-19-Q622EV2R,37.495372362,70.90075949625,0.9190885311002424,0.16595822478175404,0.91681799787969,False
tRF-19-1SS2PMER,53.698480634000006,43.79435492625,-0.29413634957276713,0.20366561543032136,0.9427967779251955,False
tRF-20-RX6NMH49,19.4724534976,13.1926175975,-0.5617038291406775,0.20366561543032136,0.9427967779251955,False
tRF-20-VBY9PYKH,8.5162117302,11.89443641075,0.4820031910920455,0.20366561543032136,0.9427967779251955,False
tRF-16-JMRPFQD,13.681483795400002,23.749599491625,0.795678481291413,0.20366561543032136,0.9427967779251955,False
tRF-23-OB9ZFH69U,111.217720289,140.30427234125,0.3351722698914452,0.20366561543032136,0.9427967779251955,False
tRF-20-DWY2MJ8F,91.052244836,118.4614031125,0.37965058780967187,0.20366561543032136,0.9427967779251955,False
tRF-22-WR645J7KQ,87.30051759,60.96815146,-0.5179344028914326,0.20366561543032136,0.9427967779251955,False
tRF-19-FBZP7OF1,17.4908557064,11.060982755875,-0.6611212989612634,0.20366561543032136,0.9427967779251955,False
tRF-21-JMRPFQ5DD,24.764276234599997,21.011954572125,-0.23705008661161298,0.20366561543032136,0.9427967779251955,False
