miRNA,1,10,101,102,104,105,106,107,11,12,13,14,145,146,147,148,149,15,150,151,152,153,154,155,157,158,159,16,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,176,177,178,179,180,183,184,186,188,189,191,192,193,196,198,199,201,202,226,227,228,229,230,237,238,239,240,242,243,245,246,247,248,249,251,252,253,254,255,274,275,276,277,278,280,282,283,284,285,286,287,288,289,290,291,292,293,295,297,298,299,3,300,321,322,323,324,325,326,327,329,330,332,333,334,337,338,339,340,341,343,372,373,374,375,376,377,379,380,381,382,383,384,385,386,387,388,390,391,392,394,395,396,397,398,401,402,403,46,5,540,9,96,97,98,99
hsa-let-7a-2-3p,1.299270477,0,0,0,1.07983647,0,0,0,0,0,1.255762098,0,0,0,0,1.313646955,0,0,0,3.892012281,0,0,0,1.909784221,0,0,0,0,0.956910254,0,0,0,0,0,0,0,3.81239846,1.214917848,0,0,0,0.781638528,0,1.591587997,1.627988271,1.713531922,0,0,0,0.856475617,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538234369,0,1.275375638,0,0,0,0.794367238,0,1.466002697,0,0,0,0,1.185740913,0,0,0.985436329,0,0,0,0,0.787512376,1.565723834,0,1.225933668,1.911981559,2.816491509,0,0,0,0,0,2.119705926,0,0,0,0,0,0,0.936132643,0.541821471,1.239566493,2.700421145,2.538776546,0,0,0,0.828518117,1.210539642,0,1.118803961,0,0,0,0.765022297,0,0,2.427887144,0,0,0,0,1.490469094,0.721639991,0.820962947,0,1.775645872,0,0,0,0.849792799,0,3.419669557,0,0.698609948,0.735371997,0,0,0,0.851069631,0,1.645315135,0,0.868849828,0.937703491,0,0,0.862838294,0,0,1.367685975,0,2.174474844,0,0,0
hsa-let-7a-3p,197.4891125,219.8736893,284.1826986,192.4985692,101.5046282,210.7142371,140.012158,206.7833938,324.6688955,306.3464928,198.4104115,273.3513123,223.7900014,261.8972198,228.993153,282.4340954,386.120287,248.1762086,285.1347537,221.8447,250.9462881,169.0670155,220.9918054,240.6328118,295.7104522,207.1694852,257.3958227,296.8936622,293.7714479,252.529759,244.6948709,125.4993191,271.4066835,249.3332504,303.5507281,276.8891235,304.9918768,233.2642267,196.3317647,177.8040852,324.3531031,236.0548355,402.5985406,226.8012896,283.2699592,364.9822994,254.2782388,240.2057976,268.8242047,282.6369535,243.8066289,291.0887015,249.3103,274.6272309,224.9963979,204.8874473,299.376857,182.4079074,359.1733743,244.525673,335.6401339,308.2967976,300.2666416,295.3409989,251.0840136,270.3796353,283.3712885,344.7438662,225.1842634,345.5497483,350.3864346,332.0496109,322.2816668,495.0276325,407.4528,354.0971546,359.2794967,292.622858,293.0841035,327.1648611,312.8802552,297.8169457,324.5401263,353.332038,504.0079206,529.214656,234.7340517,340.196593,509.5430855,342.9078413,312.5489578,433.7577185,375.4226965,295.2364509,306.5035895,313.7164771,340.3300027,388.4464449,378.0903069,322.3559653,460.6081457,360.7170038,268.6700685,361.9367429,260.3089635,307.8480105,413.820577,342.0100395,411.8072552,333.2829267,368.6905619,302.6349104,494.1726058,416.1950734,430.1929288,354.9911613,299.3569286,363.3855912,310.1348432,385.2042726,423.2616587,364.5739294,490.9205541,338.8296164,389.7497001,386.0314954,396.1803553,330.8480676,407.2780553,340.9240075,263.9245385,373.3227192,431.1587725,316.972714,304.8903927,311.1899297,408.8936517,260.5815106,392.6886465,299.3309415,349.1372714,360.1780182,316.5979029,387.3803354,269.8316822,248.1786835,348.4087808,462.287821,313.0949068,359.7651563,261.4400032,340.7934496,338.5539392,418.5119084,236.7265974,296.8158162,321.8981126,214.2887837,239.8042366
hsa-let-7a-5p,156130.7347,183898.882,121366.3743,130986.5264,171419.7202,224033.9972,167032.3337,151484.1306,188922.88,146181.1941,232523.1889,273228.3765,195454.5906,202674.1867,157156.6539,143869.3009,243741.7345,152112.2933,169603.9706,259620.5712,192676.8228,172505.1417,235511.6799,247043.9574,141119.9379,183702.2166,166131.553,169663.309,147327.8165,176150.0289,163964.9115,258788.9416,127358.8762,232925.9977,167680.3031,194172.3867,216267.1982,140071.5234,178122.4203,138145.2168,151791.1611,149066.2837,188007.5244,136627.4842,158876.1894,170535.8375,196517.815,198419.1569,163432.5714,202122.2502,138329.9708,155905.4719,172540.267,304213.6125,182005.0407,204385.9746,252206.4691,192494.8942,266918.7722,222988.6041,149942.0925,109589.3968,194424.167,167630.6286,152570.335,148369.5495,120823.2345,116427.1013,154215.6214,107571.6226,126744.4217,120541.3388,130318.8001,150198.8931,116782.1133,116960.661,113725.5967,114119.6359,121370.0679,96130.29929,109472.3078,112981.9131,192071.834,124762.0045,150012.445,162229.3437,122445.6418,133574.0547,176947.2014,114349.5553,116195.6329,175205.3045,137831.4593,118742.6381,140436.7863,103422.5719,132762.2863,137210.8426,117055.4177,135063.4967,131938.9062,134105.5861,130255.3682,129738.0677,184578.8882,108088.857,115286.6892,142840.6514,140535.3331,121602.5235,100608.6119,114910.4755,174333.5329,118342.6077,125500.5465,118982.8947,103218.9361,132063.5041,119593.7249,142936.9466,137407.8915,116212.1145,150039.8671,123012.2725,158866.4411,112268.0941,127584.5072,114633.5192,108918.9652,115670.0112,129270.0463,119316.9276,156201.4068,114682.9374,138928.3889,110198.8515,136280.8099,124820.6394,138281.5565,100001.5736,97260.36605,120327.5863,108687.5494,123064.1004,110514.995,258974.9934,119472.0644,126932.2331,123747.9328,131280.5743,87987.07224,209419.7137,188381.2562,170636.6053,131680.4563,152770.9919,200475.2347,156548.0645,167414.1891
hsa-let-7b-3p,132.5255887,100.6790051,371.8278299,101.4992456,123.1013576,186.6949976,201.8779952,110.121334,123.9019106,113.5524333,90.41487107,143.1840207,99.90625063,106.8494201,133.0180816,94.5825808,143.8775214,103.5437162,109.3986402,68.11021491,95.91140855,257.472287,88.39672215,91.6696426,143.282384,275.9032864,90.52480206,82.47046173,133.9674355,79.66712634,92.18736998,69.42515522,63.98180372,138.7267709,107.7115487,132.2223342,134.7047456,92.33375642,71.70377492,71.31179889,83.75314869,103.1762857,169.8306499,86.74154584,87.09737251,118.2337026,80.39679609,232.8712694,95.88063302,101.9205984,110.8211949,90.01538158,91.45553719,109.098489,106.8164717,94.56343723,96.9410775,380.158536,105.9100976,108.1555861,97.60963077,93.8646418,139.5178335,130.7499214,134.2000762,108.4069292,59.62337066,89.22782418,81.96044881,95.32406851,79.2178026,72.56713352,53.37148623,73.1178539,86.30364807,61.18309367,66.40149114,81.14751525,55.41506159,92.63101489,66.57026706,64.66361818,190.2304433,93.52906888,93.71397274,113.514978,70.09866201,60.68371659,134.7946999,72.52465636,96.77248066,61.52591752,107.434158,84.09211604,86.13684013,109.1648552,67.916733,62.18069268,75.45039384,64.83646895,67.14747904,185.2092195,93.6132643,86.14961394,125.1962158,121.5189515,97.3197676,80.75237045,88.11977283,58.81463412,72.90959426,96.23790152,122.600074,97.33594458,69.30416535,57.05215093,95.06041745,91.03765336,64.76711586,73.97365423,101.97126,86.96897171,106.9543691,184.7342323,126.7284301,83.46626929,77.21547909,59.10933217,87.86223215,79.01624131,49.12464037,75.66007109,82.96349557,82.4299015,103.4288943,72.66797808,74.18372946,63.57350526,116.9241475,48.94003987,78.94245997,82.32640415,66.38343125,82.90240642,70.74855081,71.98256188,167.6880167,102.2096805,66.01398638,107.6054341,64.71287209,95.53623902,120.0545884,76.59041461,117.0767411,104.3747925,110.9366377,148.2501019,142.740617
hsa-let-7b-5p,32624.68168,35215.66441,30803.2798,35276.23781,46116.57612,50895.67664,42063.3425,40900.287,41016.12138,37051.58715,43900.18719,56436.19871,39041.36462,48665.26521,37618.01859,34776.17585,53565.01395,32769.12084,37996.24261,43351.17879,36471.29849,39022.86118,42052.60193,45191.22402,37082.70042,37298.252,36296.08298,33951.18593,38747.20999,35787.07441,38640.16541,44231.83447,30365.55765,62425.17221,39093.69677,35581.80792,51236.0937,35180.37611,40131.91993,36127.50814,39977.66205,38066.57795,55141.015,33296.0209,35560.9618,43792.73534,35103.4848,36751.48703,37502.76872,46088.66588,31042.49432,38644.65544,39998.64296,59074.95077,39557.32124,37627.65134,55240.73253,43119.86552,49747.81474,48549.31839,38514.70536,32999.08584,42211.72712,42985.95944,40541.41012,34506.56327,26940.78798,31657.62644,31798.99837,30401.22855,29891.51752,27828.3962,27078.50251,33561.09494,31820.32101,29082.61879,27634.87772,29102.44979,27567.14597,27431.59108,27466.06006,31678.79762,57762.65026,31727.71593,33445.65061,44974.63428,33911.67474,30753.15904,53378.70117,32429.08324,33164.19067,39815.47209,30665.88668,30463.28308,29258.53117,31621.77301,31046.15669,27603.83833,28181.56044,34138.68388,38138.00105,36229.56919,29891.65142,35956.8983,36482.92102,32054.89913,32576.73438,36929.16737,40034.296,29882.50196,28055.28046,33666.92325,42816.66121,30853.25682,31370.27689,31861.09064,33149.40206,31329.19311,30864.02175,37092.37489,38677.86079,30796.75651,35672.49072,29572.7966,31169.61456,32853.66501,30315.3744,26123.04097,31413.49369,32553.8036,32508.95319,30463.13389,36862.18951,32979.60873,34437.32488,26659.74386,33882.53529,29706.99081,34452.91344,23869.08177,32904.35669,36174.90804,29803.60742,33435.29417,28367.7009,68791.69309,33313.44009,34906.95015,32377.03115,33271.47059,29779.13806,39824.35253,42913.51261,34241.38607,29158.54132,33616.29385,53513.28793,43748.60508,46824.63201
hsa-let-7c-3p,3.897811432,5.786149717,4.426521785,5.249960979,0,2.183567224,2.170731131,2.447140755,1.147239913,5.718467866,5.023048393,11.57042592,5.994375038,5.226330329,6.735092737,3.940940866,0,6.574204202,1.163815321,0,9.196984381,5.162351619,11.40602866,3.819568442,3.048561363,3.872326827,7.63462186,6.343881671,2.870730761,4.509459981,3.414347036,2.670198278,5.159822881,3.749372186,5.595405127,1.555556873,10.16639589,4.85967139,5.121698208,2.852471956,1.522784522,7.034746752,1.998007646,5.570557989,1.627988271,5.140595767,5.609078797,1.833632042,3.58432273,3.425902467,7.388079663,1.16903093,5.011262312,0,6.818072662,5.731117408,1.425604081,3.409493597,4.604786851,3.134944525,1.712449663,1.618355893,1.51649819,6.152937476,4.329034717,3.826126915,2.56444605,4.05581019,2.483649964,1.588734475,2.031225708,2.932005395,4.105498941,1.976158213,4.14921385,6.883098038,7.114445479,3.278687485,2.462891626,5.912617971,1.664256677,2.732265557,0.499292502,4.04137952,3.150049504,0,0.643106991,3.064834171,3.823963118,0.704122877,0.653868113,8.20345567,4.774851466,3.656178958,2.871228004,3.17955889,0.746337725,2.194612683,5.030026256,7.305517628,1.178025948,4.409743322,3.744530572,2.709107357,3.718699479,2.700421145,2.538776546,3.958449532,2.617418995,2.800696863,2.48555435,2.421079283,2.829232476,3.356411882,5.916209237,3.169563941,4.169316555,2.295066892,1.868282188,3.608470938,1.618591429,4.870262415,5.347718455,5.406855581,7.173307363,8.942814566,2.886559966,0.820962947,5.491389509,3.551291744,0.963228243,2.986581754,2.51404532,4.248963995,5.396290136,4.274586946,3.532558546,2.095829844,3.676859986,4.552561848,2.441519381,5.488426944,3.404278526,4.521949441,5.758602973,3.223099786,1.737699655,4.688517455,8.487512535,7.130480576,5.177029767,5.703656061,2.401091767,4.103057925,10.29246076,2.174474844,10.91180043,2.695456399,4.567699745
hsa-let-7c-5p,152683.7701,179843.9483,118148.293,128501.5449,167626.2547,217546.6189,163085.9445,147222.4349,184240.9939,142897.9766,227291.684,265891.2802,190206.1822,196899.0916,152041.351,140453.8188,237430.2093,148438.9567,165693.5511,254767.2319,189241.0922,168146.8263,230473.0667,240665.2782,137593.7685,179475.5719,162030.6704,165930.569,143917.3883,171346.7025,160375.2947,252655.4961,124461.1197,227673.1273,163794.2943,189112.1602,211308.5386,136745.0783,174757.4646,135284.1874,148390.7833,145229.2201,182734.7823,133410.0891,155430.5522,166034.3891,192133.3851,193560.032,159615.2676,196665.644,136162.3082,152172.7561,168303.2447,297425.053,177340.3426,200283.9273,245494.7251,188369.407,260732.2411,218116.9003,146167.8534,106439.2671,189081.5438,163837.3426,149672.0463,144491.1322,118367.7774,114151.7918,151678.9869,105005.8164,123497.5074,117830.6998,127215.7272,146573.6309,113636.1794,114146.2387,111209.4545,111362.2598,118889.936,93822.40741,106702.9847,110636.7184,186706.4368,121852.2112,146358.3876,157437.4459,119833.3412,130818.1558,172512.3601,111314.0816,113019.1417,171155.8737,134360.7391,116291.1701,137304.9944,100913.8999,129316.445,134207.1494,114710.5871,131964.1309,128374.7887,130942.0363,127681.9396,126887.0031,180363.1226,105742.1911,112392.484,139405.5088,137327.2499,118866.2427,98270.53381,111848.4155,169598.3408,114721.0393,122157.8883,115716.3421,100879.9495,128343.2007,116553.4071,138419.1409,134213.6013,113566.1705,145882.5508,120593.6057,155275.0053,109337.8318,124690.0092,112116.4468,106188.8294,113087.3343,126902.4313,116459.7644,152108.541,112452.2313,135814.7295,107373.3495,133073.2467,121755.8375,134745.8879,97663.83304,94782.22387,117215.6482,106286.682,119888.1846,107734.4124,252887.6323,116634.4008,123480.5465,121477.0516,128397.2673,86261.39565,204470.3661,184270.5871,167039.5912,128866.7549,148853.6754,195624.9394,152291.9388,163398.0391
hsa-let-7d-3p,317.0219964,330.9677638,243.4586982,405.9969824,424.3757326,355.9214575,427.6340329,302.2218832,377.4419315,314.5157326,296.3598552,363.0221131,352.3360439,361.7781995,284.5576681,306.0797406,325.9266301,315.5618017,299.1005376,239.3587553,183.9396876,289.0916907,300.834006,318.9339649,327.2122529,372.7114571,283.5716691,296.8936622,317.6942042,287.8538621,285.6670354,210.9456639,234.2559588,459.2980928,321.7357948,290.8891353,344.3866609,313.4488047,363.6405728,281.4438996,239.0771699,276.7000389,300.7001507,287.2816335,205.1265222,327.2845971,252.4085459,236.5385335,282.265415,320.3218806,206.8662306,340.1880005,315.7095257,347.9865596,394.311869,310.9131194,256.6087345,402.3202444,361.4757678,294.6847854,313.3782883,236.2799604,216.8592412,350.7174361,424.2454023,299.713275,207.72013,220.0277028,254.1601796,237.515804,290.4652762,216.9683992,294.2274241,248.0078558,243.1439316,260.0281481,286.949301,282.7867956,288.1583202,217.7814286,238.8208331,224.0457757,313.0563987,322.1556817,254.3664974,258.3444327,277.1791131,269.0924402,282.01728,239.4017783,299.4715956,197.908368,245.3079941,248.6201692,319.4241155,303.1179475,236.5890589,194.5889912,229.7045323,222.8182877,232.6601247,245.1817287,223.7357017,271.4525571,338.4016526,280.8437991,300.4218913,276.2997773,325.4324284,225.9228803,269.2683879,228.1867225,258.4032328,265.1565387,262.8487247,195.2451387,310.1971517,260.107581,228.5531877,280.5586154,256.5467415,285.953979,342.2539811,210.8673676,312.4373874,255.6154497,233.8113572,202.7778479,232.4688226,254.8051827,234.064463,199.1054502,314.8841764,413.8490931,420.9106306,325.7235253,275.5395666,235.4315524,283.1182189,242.4239184,222.1782636,268.2468669,222.9802434,278.0998906,217.1815978,256.7736162,276.2942452,216.6095064,193.3266744,252.1597222,175.1561738,295.1642012,352.9604898,231.1389298,265.0308644,246.8028948,398.2807156,361.1911575,355.1386552
hsa-let-7d-5p,5728.483534,6805.669298,5339.270577,6030.455178,7891.444921,8186.193522,6831.29087,6706.389238,7594.728226,6189.833003,7309.791174,9228.860971,8364.151303,8923.087983,6857.166293,5823.396954,8914.533773,6339.176402,7094.618198,10080.31181,6623.142609,8692.754832,8186.677074,9713.162547,5842.059758,8410.693868,7257.253408,6073.632312,6248.623956,10420.61044,6368.895339,8365.731204,5671.67731,7211.9174,7334.17727,8113.784652,9182.79709,7446.231488,6135.794454,5026.055586,5504.866046,5187.73491,7028.990897,6893.963409,6297.872627,6528.556624,5799.787476,7303.356425,6162.346853,7599.508147,6241.449699,7193.04731,8086.924556,11412.07815,9454.394092,8651.121727,9654.190835,9200.518471,10059.15688,9575.688052,6026.110363,5207.869264,7072.947558,7095.875144,6833.381301,6796.476776,7696.543707,7414.021028,10155.6447,7083.372657,8595.131582,8818.739226,7756.655999,6333.587074,9342.369904,7143.126186,8861.041844,7850.817183,8846.706721,7645.015037,6845.919839,9283.327608,11441.28768,7572.39054,9874.617683,9550.91539,8860.085014,9323.225549,8794.159181,7611.568304,8818.719234,8946.89384,6782.676507,7181.649519,8954.642338,7593.846482,7678.322517,8574.351752,7714.383601,7802.292827,7237.202412,8405.852721,8690.119325,8466.502311,6781.668283,6321.6859,8226.482268,7304.131076,7665.547763,7672.042273,8054.024611,7930.245193,9889.110581,8457.039139,7149.316277,8556.554814,7614.005893,7322.028406,7440.745195,14034.2456,9056.019045,7250.429233,10131.78738,7056.847675,9529.340315,7885.326744,7771.341068,8340.98354,7618.387712,8092.506063,8417.651612,8700.908175,10096.40601,8691.680748,9251.040056,7599.360673,7646.222972,9596.106244,8187.631816,7444.576762,7205.737532,8400.723491,6247.702164,8795.191663,6923.486088,15012.12443,9016.05466,7474.434526,9046.745305,10402.72293,7451.471511,6935.64577,6205.621673,8634.201561,6138.166283,5825.418107,9846.081253,5698.194828,7537.846504
hsa-let-7e-3p,18.18978668,12.72952938,15.05017407,12.24990895,35.6346035,18.5603214,30.39023584,7.341422264,27.53375792,14.70463166,10.04609679,15.90933563,18.64916678,20.32461795,12.62829888,13.13646955,20.55393162,19.72261261,11.63815321,11.67603684,15.76625894,20.00411252,22.81205733,36.2859002,20.32374242,23.23396096,18.54122452,25.37552669,14.3536538,21.79572324,6.828694073,18.69138794,16.51143322,13.12280265,12.58966154,15.55556873,20.33279179,14.57901417,13.65786189,14.26235978,25.88733687,17.97768614,15.98406117,16.71167397,11.3959179,10.28119153,14.95754346,14.66905634,19.71377501,20.5554148,14.77615933,18.70449487,17.53941809,16.92907587,22.72690887,17.19335222,18.53285305,17.04746798,13.81436055,21.94461168,27.3991946,29.13040608,9.09898914,19.9970468,17.31613887,11.47838074,18.59223386,22.30695605,21.52496635,23.03664989,28.43715991,22.72304181,25.31724347,14.8211866,37.34292465,16.06056209,23.71481826,18.03278117,11.08301232,20.6941629,20.80320846,18.21510371,24.9646251,24.24827712,20.47532178,28.18302902,23.15185167,19.00197186,15.29585247,13.37833467,26.80859262,11.27975155,17.905693,13.71067109,27.99447304,24.37661815,18.65844313,15.36228878,14.25174106,17.35060437,23.56051896,19.40287062,23.40331608,21.13103738,29.74959583,25.20393069,20.31021237,24.5423871,20.93935196,26.13983739,32.31220655,19.97390409,25.46309228,31.3265109,19.43897321,16.48173249,27.51748926,26.0107581,19.92834334,28.8677675,23.46957572,13.91503547,26.73859227,11.71485376,22.31695624,23.84750551,23.81411972,18.06118483,21.05032645,24.85904221,14.44842364,16.92396327,17.59831724,24.64399117,15.28948872,23.9376869,12.36395491,26.54717802,27.20876389,22.76280924,14.64911628,24.01186788,16.170323,17.33413952,13.16252108,19.33859871,18.24584638,13.12784887,16.03196812,21.39144173,20.70811907,29.94419432,22.81037179,16.4122317,25.73115189,18.48303617,14.54906724,16.17273839,21.69657379
