miRNA,117,118,119,121,122,123,124,125,129,130,131,132,135,136,139,141,143,144,18,205,206,209,21,215,218,22,220,222,223,224,231,26,262,263,265,267,269,27,270,29,30,301,304,308,309,31,310,312,313,314,315,316,317,318,32,348,35,353,354,355,356,357,358,359,360,365,367,369,37,371,406,408,409,41,412,414,415,416,42,422,423,425,426,428,429,432,45
hsa-let-7a-2-3p,1.993575496,0.79466771,0,0,0,0,1.391400286,0,0,1.195067764,0,0,0,0,0,0,3.409688376,0,0,0,0,1.100242826,1.605982784,0,1.895169058,0,2.434568176,2.317934268,0,0,0,0,1.876478857,0,0.764385558,0,0,0,0,0,1.047620811,3.61653757,3.999583653,0,1.540717184,1.974607963,0,1.067818702,0.869282167,2.365104777,0.802492451,0.738801369,0.618813127,3.452090305,0,1.086465287,0,0,1.157833045,0,0,2.549729289,0,0.828595517,0.732124139,2.171645692,0.779353716,0,1.460636838,0,0,0,0.787494465,1.211830471,0,0.867206345,0,0,0,0,0,1.038097683,3.143562545,0,0,0,1.242016117
hsa-let-7a-3p,201.3511251,402.1018611,148.960764,366.9210522,390.2556429,318.5870527,311.6736641,231.1784713,198.4460977,341.7893805,365.4204515,357.4797064,372.0428962,144.4225187,410.1720465,356.981892,327.3300841,280.7245531,206.2143848,263.9588566,237.9241302,300.3662914,293.8948494,285.8077511,417.8847772,163.0524103,357.8815219,301.3314549,502.9287709,174.1298955,201.267155,44.98777105,416.5783063,290.5075773,268.299331,398.8319011,302.2228152,136.1089168,576.7434621,197.1540279,114.1906684,345.7409917,546.3431269,419.9804411,335.1059875,142.1717734,265.518796,396.1607385,228.6212098,348.4587704,253.5876146,427.0271913,262.3767658,384.908069,164.7289961,470.4394693,228.9346365,167.2926116,259.3546022,455.1793504,230.2272969,483.5986552,407.8615693,238.6355089,446.5957248,345.291665,286.8021675,351.7938657,128.5360417,207.6414993,368.8840803,273.8406427,329.1726863,231.4596199,210.5560875,250.6226338,444.2859996,252.4414154,257.2771569,356.0144365,389.3773891,450.5343944,210.6186905,267.1611904,171.0669832,322.7249182,253.3712878
hsa-let-7a-5p,188080.8898,170397.4183,227732.9858,194906.2904,164834.3937,213136.0712,190992.6474,226457.041,171520.1781,183315.0295,245410.4978,228185.0163,178985.7035,156766.0902,185192.679,324666.7673,212929.9246,234154.1827,156073.0447,189637.0072,183265.5903,176954.2541,196829.25,231769.4107,209328.0555,112913.0727,272821.3617,162329.5727,233772.125,107980.8881,110458.1437,141861.438,156521.4799,135718.5626,129126.1236,156702.148,143617.9008,154865.2593,148206.1067,332629.9035,146457.3894,152580.2735,168322.478,114652.5249,144451.4803,146742.0035,116212.5745,145447.5854,106141.0911,136298.6232,100253.777,153220.0159,107003.3095,108898.4901,122625.0491,202396.5318,167278.3183,119723.6955,109086.3982,180958.7183,100573.8645,176621.4477,186932.2614,126127.1524,143655.9343,128507.1338,128529.4561,160508.0317,122290.3586,85498.5999,101449.9533,99315.66737,110861.1083,194993.2174,104109.8269,107545.7277,161974.5032,93991.80189,193120.8547,135359.4124,144452.2592,144831.2363,83691.85153,148699.1461,137377.3039,118545.6506,172216.7127
hsa-let-7b-3p,114.630591,201.0509305,73.74295248,131.5605088,138.5207743,193.285032,566.2999164,114.8800992,94.1246313,184.0404356,168.655593,198.7587168,129.9197415,96.28167914,195.7639313,166.9220884,143.2069118,98.39829698,60.92697732,379.7521286,71.25646538,146.3322958,85.11708754,130.133742,149.7183556,62.04649242,215.4592836,172.686103,173.3169918,109.3023154,64.81484652,81.79594736,111.3377455,112.9142659,302.6966812,102.4431068,94.44462974,110.7552951,151.6071968,116.1318246,83.80966488,160.5742681,191.9800153,73.31861939,101.6873341,65.16206279,113.5189055,138.8164313,85.18965232,131.6574992,62.59441121,122.6410272,101.4853528,134.0561735,50.98754642,144.4998832,120.2226583,76.88079575,77.57481404,114.878598,69.76584756,121.5370961,108.2559402,96.94567551,519.8081387,95.55241043,93.52244592,125.5866273,84.71693659,53.10176047,64.89627338,70.78873756,88.19938007,105.4292509,59.10346316,84.11901549,114.4188602,62.90343467,107.7600657,91.43540173,108.7855904,111.0764521,62.08536027,63.00971472,71.51160771,85.66611101,130.4116923
hsa-let-7b-5p,50732.50923,58899.97597,45735.37913,46402.23636,46540.31629,41725.5729,48685.09601,47724.88073,38633.45492,47049.81786,71430.75441,55799.72234,50745.46995,41444.05845,51086.9284,65522.70411,51590.28998,45750.38465,30010.4419,43583.09347,42484.55394,46713.00965,40059.63456,45281.6774,52281.08121,24694.50398,64471.01716,36870.22144,63932.30536,25207.37536,25470.52903,35924.78008,42974.49329,35061.52394,34528.06006,37383.77722,33891.23051,34479.5912,43913.07757,75372.25493,32797.86473,47137.22738,53925.58647,28866.89293,39819.83562,28238.86848,30748.23101,41938.57953,21702.49857,36681.98672,24640.53072,35069.42338,28828.02833,38821.63222,21329.46341,42317.82293,36151.20913,26543.55602,32033.76687,41505.8542,24014.56749,47512.50549,40914.30856,29183.96271,43154.32525,33425.97049,29755.72488,37690.36257,28945.44021,20969.06826,28558.62978,24025.32496,27532.38148,38072.07789,21501.6552,23240.26285,38237.80929,18503.54191,38416.46342,38525.43107,35532.37481,47185.69209,19508.94915,28641.69592,27588.7576,29398.9846,35099.37546
hsa-let-7c-3p,2.990363245,5.562673968,0,2.413954291,5.327722087,7.998001322,4.869901001,1.41827283,3.921859637,1.195067764,2.555387773,7.149594129,0,0,3.728836787,1.652693944,1.704844188,2.894067558,0,3.735266839,4.830946805,2.200485651,3.211965568,2.432406393,2.842753587,5.771766737,1.217284088,4.635868537,0,6.030472573,3.411307711,6.816328947,1.250985905,7.67378506,6.115084468,1.989186539,5.396835985,4.003203437,3.180570563,4.051110162,4.190483244,5.063152598,3.999583653,2.847325025,3.85179296,4.936519908,2.88607387,5.339093511,6.084975166,6.306946071,5.61744716,4.432808214,4.950505015,1.726045152,4.902648694,2.172930574,2.557928899,0.615046366,1.157833045,0,4.651056504,1.699819526,5.851672444,4.142977586,2.196372417,4.343291383,3.117414864,3.026183791,2.921273676,4.084750805,0.853898334,0.931430757,5.512461254,3.635491412,2.770474836,8.672063453,3.65166575,2.483030316,10.77600657,2.918151119,3.000981804,0,3.929453181,1.260194294,7.010941933,2.215502871,3.726048351
hsa-let-7c-5p,183332.193,165258.3022,223513.4141,190271.4981,161066.3622,207945.3684,184813.4387,221590.9469,167825.7864,178105.7291,239596.9907,222601.1833,174547.1727,153175.0438,180884.0081,316476.0161,206448.107,228618.7961,154417.0807,185810.8489,179241.4116,172775.5319,193027.8887,226896.0845,203859.5452,110725.5731,267197.5092,157769.037,226984.9078,106308.1858,108331.1933,139918.7843,152154.9136,133278.2989,126540.9717,153346.3903,141130.8589,152137.7434,144510.2837,326003.6377,143675.9561,148522.5183,163778.951,111753.9481,141134.3162,144222.4037,113867.1585,142442.7436,104247.7945,133738.7914,98381.56208,149710.7094,104981.0282,106524.0273,120716.9383,197347.7277,163752.2133,117352.6918,107180.605,176575.9914,98425.07635,171850.0543,182334.6023,124186.5817,140343.8047,125033.9485,126125.9293,156914.4385,120132.998,83992.00764,99012.07352,97315.88553,108600.9992,190862.0873,102231.4449,105930.9895,158352.0508,92612.06472,189036.7483,131698.1054,141113.6669,141295.4756,82149.14821,145747.7711,134522.4483,116007.4228,168508.0526
hsa-let-7d-3p,281.094145,321.0457547,212.3797031,296.9163778,238.4155634,301.2580498,269.9316555,276.5632018,209.4273046,296.3768054,371.8089209,343.1805182,229.1311805,230.2953677,285.2560142,271.0418069,289.823512,192.9378372,159.3474791,229.0963661,306.7651221,282.7624062,229.6555381,335.6720822,264.3760836,173.1530021,288.4963289,237.5882625,371.3935539,202.0208312,162.0371163,231.7551842,249.571688,228.0210418,283.5870422,268.5401828,238.360256,310.9154669,260.8067862,239.0154995,229.4289576,305.2357709,271.9716884,177.957814,271.936583,204.3719242,215.4935156,308.5996049,141.6929931,327.1728274,170.1283997,200.9539724,177.5993674,200.7965861,125.5078066,292.2591622,245.5611743,189.4342807,199.1472838,264.4375274,209.2975427,257.5226582,230.5558943,228.6923627,299.4387729,230.1944433,237.7028834,290.5136439,203.0285205,228.0652533,155.4094968,206.7776281,190.5736605,296.8984653,165.3049985,183.8477452,287.2643724,160.5692938,259.9711585,213.0250317,273.8395896,271.981593,212.1904718,196.5903099,222.9479535,169.8552201,250.8872556
hsa-let-7d-5p,6382.431952,6679.1821,7459.837073,6985.983718,5869.81781,7571.441252,7240.847089,6680.065029,6562.839917,6804.715847,8900.415613,7738.720685,6126.306357,5386.569617,6087.326054,9274.918415,7699.928776,7607.538921,6284.852045,6137.043416,7729.514888,5963.316115,8195.330146,7215.733563,7813.782025,4787.680508,7839.309528,7204.139706,7140.041074,5204.297831,5850.392725,6809.512618,9416.170905,8470.762452,7147.004972,8618.15068,7588.850867,5747.265734,7725.605897,8360.141004,4922.770191,7703.225024,7701.598281,7236.47655,7113.491239,6424.387008,7589.412253,7687.226837,5958.929252,7353.899119,6062.83047,8115.733038,6605.211317,5872.005609,5244.853573,10373.57056,6960.124534,6491.199347,6870.581292,7777.06433,5551.617319,8799.965688,8569.189127,7109.349537,7284.635184,7328.580327,7132.645209,7563.189839,5512.443426,5809.196437,7411.837539,6990.387834,7083.512712,6638.407318,6766.423041,7658.299235,9776.726435,6741.427307,7699.456694,7460.739694,7174.597249,8181.24784,6511.103921,8225.288159,7500.30568,7397.564086,6223.742762
