miRNA,10,13,14,15,17,18,19,2,21,22,23,24,25,26,27,28,29,3,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,56,58,59,6,60,61,62,63,64,65,66,67,68,69,7,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
hsa-miR-3157-3p,0.668126693,1.733769273,0,3.753692778,2.781692245,3.680486517,3.409917648,2.859714591,0.927952158,3.896822968,4.533693472,0,7.789143054,3.210537797,2.529928438,0.717010539,3.335262398,0,1.627948066,0.712016671,1.535572622,4.993104581,2.108150044,5.251279261,0.880494922,2.164099934,2.556507982,3.632901325,0.906351685,2.159891988,2.516282654,2.036308629,1.716712913,3.044507431,2.058611602,0,0,5.416718417,1.166950999,4.195498004,1.290803307,0.824914095,1.081586147,2.82933426,3.261898273,2.043749285,3.488432226,0.587697367,0,0,3.276670216,4.652506555,2.525405375,2.029058716,5.238732416,4.886937545,4.779776632,2.47482575,2.224173439,0,13.01809522,2.940613611,0,1.206418126,1.019871821,0,1.816776976,4.11355402,0,1.149371396,0,1.129356852,4.239221926,6.646368817,0,3.228591431,0,0,1.809301294,0,0,0,2.212946927,4.471591692
hsa-miR-6859-5p,9.353773703,10.40261564,9.642129807,12.19950153,11.12676898,10.12133792,9.093113729,10.48562017,10.20747373,23.38093781,11.33423368,12.64108583,15.57828611,7.063183153,17.20351338,11.47216862,14.67515455,11.82871729,11.93828582,13.52831674,20.47430163,12.98207191,11.2434669,15.75383778,14.08791876,11.90254964,15.33904789,10.89870398,15.40797865,12.95935193,14.25893504,5.090771573,15.45041622,9.133522293,11.32236381,23.98896392,10.62132547,8.125077625,13.41993649,13.98499335,9.681024801,4.124570476,18.92775757,8.48800278,9.133315164,10.21874643,12.55835601,8.227763145,20.17973127,16.75657206,13.92584842,16.7490236,17.67783763,6.087176148,1.047746483,10.58836468,5.97472079,18.56119312,9.6380849,6.651372641,23.8665079,11.76245445,22.11214756,12.06418126,24.47692371,17.16759389,20.89293523,8.814758614,11.40941295,13.79245675,10.73505384,20.32842333,37.09319185,17.28055893,17.40701373,22.60014001,16.87185761,15.52944097,7.237205176,7.103392735,20.47395332,5.540637598,19.91652234,11.6261384
hsa-miR-423-5p,6135.407423,5073.875778,4548.330375,6435.706268,4365.402363,4998.100691,8567.986411,5980.616448,6955.001421,27320.62583,10876.33064,15520.09312,8632.494815,4528.142509,4832.163316,4786.045345,6381.02402,4342.617836,4897.410432,3921.075806,5598.185924,11130.62873,3397.635155,6542.043703,4628.761806,5547.67018,5148.807077,10265.12598,7481.026811,4674.726227,4712.997412,4742.562797,4544.139081,6929.298913,4718.337791,4528.378266,3585.180132,6604.33393,4104.166665,4947.191396,3671.044605,3393.696587,5990.364874,3572.506059,2493.39504,8442.728298,4138.675993,4905.509926,7516.277241,5508.024875,4396.472262,5609.992404,3727.498334,4518.71376,6313.720308,4833.181232,5679.569583,4514.082168,3664.696436,4603.85843,22909.6779,6694.306886,3352.899848,6514.657881,6992.241207,8089.058101,6369.620079,6193.837053,7118.522894,4904.367745,5106.818469,12830.62319,8171.100263,11496.88878,10922.23161,6930.171506,4800.04349,11235.55055,6024.973309,4246.053007,7539.139579,4439.897595,11530.55996,6171.690853
hsa-miR-423-3p,7933.336354,8693.98602,7498.133372,7757.006126,7553.221675,6629.476339,7139.230916,7528.67528,8713.47076,15591.1887,10401.42625,8302.033116,9349.095976,7779.775189,7297.325585,6624.460366,7402.948418,6564.198803,6766.294812,5736.718316,7497.689258,10804.07969,7698.963962,8508.122659,7256.158654,8715.912483,7851.036014,7479.417248,8759.889039,6492.635317,6887.904386,6390.954632,6719.214342,4623.084534,6196.420921,9907.442099,5603.231971,7861.012602,5114.162754,8564.409925,7116.19863,6511.871867,8282.786712,5678.47386,6560.329806,8025.803444,6547.787288,6476.42499,7816.955237,7960.76811,7312.708754,7879.485102,7270.642076,7133.155916,9057.768348,6005.231753,8382.533269,7275.987704,6634.709367,6544.950679,11649.02554,6913.3826,5600.192318,7675.232119,7549.091221,6503.396702,6956.439043,7700.573126,5885.355512,6162.929424,5206.501112,8277.056367,8717.959891,9320.86763,9868.437783,7735.705068,5702.687872,9250.370341,6366.931254,6158.641501,8129.734386,6792.821695,9135.044915,7286.011503
hsa-miR-182-5p,169.70418,213.2536206,338.8519904,162.3472127,206.7724569,103.9737441,427.3763453,329.8204161,221.7805657,124.698335,191.5485492,101.1286866,151.5342376,127.1372968,237.3072874,96.07941217,230.1331055,230.6599872,161.1668585,521.9082197,213.9564521,286.6042029,127.1917193,305.624453,803.891864,203.4253938,421.8238171,144.5894727,210.273591,140.3929792,478.0937043,146.6142213,536.4727853,190.2817144,170.8647629,201.138236,313.8118888,308.7529498,329.0801818,260.1208762,320.7646217,516.3962236,161.1563359,1010.072331,252.4709263,204.3749285,183.4915351,283.2701311,178.2542929,205.9661983,313.7411732,418.72559,462.1491837,147.1067569,172.8781697,630.4149433,614.2012972,200.4608857,444.8346877,307.0717036,433.9365073,238.1897025,595.8641868,282.3018415,287.6038536,245.0283855,539.582762,114.591862,830.0347919,368.948218,464.6744733,408.8271804,183.3463483,401.4406766,2139.723687,287.3446373,473.6171457,305.4123392,1375.068983,433.3069568,313.4089777,225.3192623,1275.763903,936.3513003
hsa-miR-6759-5p,0,0,0,0,0,0,0,0,0,0,1.133423368,0,0,0,0,0,0,0,0,0,0,0,0.702716681,0,0,1.082049967,0,0,0,0,0,1.018154315,0,0,0,1.845304917,0,0,0.5834755,0,0,0,0.540793073,0,0,0,0,0,0,0,0,0,0,0,1.047746483,0,0,0,0,0,0,0,0,0,1.019871821,0,0,0,0,0,0,0,0,0,0,1.614295715,0,0,0,0,0,0,0,0
hsa-miR-6508-3p,4.676886852,1.733769273,5.509788461,1.876846389,2.781692245,1.840243259,2.273278432,6.672667379,4.639760788,3.896822968,5.66711684,6.320542913,7.08103914,7.063183153,5.565842563,5.01907377,3.335262398,5.914358647,4.883844198,2.848066683,3.071145245,0,0.702716681,0,6.163464456,7.574349768,5.113015965,7.992382915,6.344461798,5.039747973,2.516282654,3.054462944,4.291782283,1.522253715,2.058611602,5.535914751,1.931150085,5.416718417,4.084328498,4.195498004,3.227008267,3.299656381,3.24475844,3.77244568,2.609518618,1.021874643,5.581491562,7.640065777,7.3992348,12.56742905,2.457502662,6.513509177,3.788108063,4.058117432,2.095492967,4.886937545,2.389888316,9.899302999,2.224173439,4.434248428,4.339365073,10.29214764,6.982783439,4.825672505,5.099359106,6.242761413,2.725165465,6.464156317,7.606275298,12.64308535,4.60073736,6.776141111,3.179416445,3.98782129,0,4.842887146,7.230796118,5.176480325,3.618602588,1.775848184,6.299677944,1.846879199,9.958261171,8.943183384
hsa-miR-6872-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542649355,0.712016671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824914095,0,0,0,0,0.697686445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470306806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.846879199,0,0
hsa-miR-188-5p,1.336253386,0.866884637,1.377447115,1.876846389,1.854461496,5.520729776,2.273278432,0.953238197,1.855904315,7.793645937,3.400270104,0,0.708103914,3.210537797,3.035914125,2.151031616,3.335262398,3.696474154,2.713246777,0.712016671,3.071145245,2.995862749,3.513583407,6.301535113,1.760989844,3.246149901,3.834761974,2.90632106,3.625406742,0.719963996,4.193804424,4.072617258,2.57506937,4.566761146,6.175834805,0,1.931150085,2.708359208,5.834754997,0.699249667,2.581606614,4.949484571,1.081586147,2.82933426,3.261898273,5.109373213,6.279178007,4.70157894,1.345315418,0.698190503,3.276670216,0,1.262702688,1.014529358,3.14323945,3.257958363,1.194944158,3.712238625,1.482782292,3.325686321,0,0,0,0,3.059615464,0,0,2.350602297,4.753922061,5.746856978,0,2.258713704,0,1.329273763,0,0,1.205132686,0,0,3.551696367,0,1.846879199,1.106473463,0.894318338
